Episode;Step;Time;Steering;Throttle;TargetSpeed;SpeedX;SpeedY;SpeedZ;PosX;PosY;PosZ
1;1;2020-10-29T15:29:53.801193;None;0.0;None;0;0;0;0;0;0
1;2;2020-10-29T15:29:53.850546;None;0.0;None;0;0;0;0;0;0
1;3;2020-10-29T15:29:53.900587;None;0.0;None;0;0;0;0;0;0
1;4;2020-10-29T15:29:53.950665;None;0.0;None;0;0;0;0;0;0
1;5;2020-10-29T15:29:54.000723;None;0.0;None;0;0;0;0;0;0
1;6;2020-10-29T15:29:54.050848;None;0.0;None;0;0;0;0;0;0
1;7;2020-10-29T15:29:54.100960;None;0.0;None;0;0;0;0;0;0
1;8;2020-10-29T15:29:54.151047;None;0.0;None;0;0;0;0;0;0
1;9;2020-10-29T15:29:54.201069;None;0.0;None;0;0;0;0;0;0
1;10;2020-10-29T15:29:54.251193;None;0.0;None;0;0;0;0;0;0
1;11;2020-10-29T15:29:54.301234;None;0.0;None;0;0;0;0;0;0
1;12;2020-10-29T15:29:54.351425;None;0.0;None;-0.0002935814263764769;0.019906971603631973;0.0035473157186061144;6.106200089561753e-06;0.000857556879054755;0.00020335987210273743
1;13;2020-10-29T15:29:54.401513;None;0.0;None;4.624447683454491e-05;0.01905916817486286;-0.0009335665963590145;1.0616393410600722e-05;0.0009656739421188831;0.00014076667139306664
1;14;2020-10-29T15:29:54.452078;None;0.0;None;0.0003150069387629628;0.012980526313185692;-0.0022437688894569874;2.271939411002677e-05;0.0006472152308560908;6.347014277707785e-05
1;15;2020-10-29T15:29:54.502233;None;0.0;None;0.0002438149240333587;0.017272379249334335;-0.006329679396003485;1.696115759841632e-05;0.0009217994520440698;-0.00013606148422695696
1;16;2020-10-29T15:29:54.552051;None;0.0;None;0.0007605112623423338;0.013604234904050827;-0.000972568232100457;9.431286343897227e-06;0.0006701899692416191;0.00018589754472486675
1;17;2020-10-29T15:29:54.602192;None;0.0;None;0.00045817004865966737;0.0172572024166584;0.0004119134391658008;1.6072221114882268e-05;0.0009848464978858829;0.00022656253713648766
1;18;2020-10-29T15:29:54.652941;None;0.0;None;0.0006459791911765933;0.012830575928092003;-0.001525209634564817;2.935825614258647e-05;0.000662409991491586;3.165680755046196e-05
1;19;2020-10-29T15:29:54.702562;None;0.0;None;-0.0008289726101793349;0.015154802240431309;0.0011989438207820058;-6.22760271653533e-05;0.000849343603476882;0.0002648649096954614
1;20;2020-10-29T15:29:54.752537;None;0.0;None;0.00024250523711089045;0.013429153710603714;-0.000589762523304671;1.1071508197346702e-05;0.0007007522508502007;0.00010359146108385175
1;21;2020-10-29T15:29:54.802629;None;0.0;None;-0.0005054536741226912;0.017271893098950386;0.0010373953264206648;-4.029267074656673e-05;0.0009083767072297633;0.0002447573933750391
1;22;2020-10-29T15:29:54.853018;None;0.0;None;-1.9026712834602222e-05;0.013378748670220375;-0.00034366018371656537;-1.0185692190134432e-05;0.0006892706733196974;0.00011388384154997766
1;23;2020-10-29T15:29:54.902920;None;0.0;None;0.00023561871785204858;0.017241649329662323;-0.0004656436503864825;1.0461339115863666e-05;0.0009308043518103659;7.751697557978332e-05
1;24;2020-10-29T15:29:54.952898;None;0.0;None;0.0006410170462913811;0.014142954722046852;-0.0014629156794399023;1.1316344171063974e-05;0.0006924679037183523;9.373886859975755e-05
1;25;2020-10-29T15:29:55.003108;None;0.0;None;-0.0005003036349080503;0.015153114683926105;0.0003191062714904547;-3.368567195138894e-05;0.0008844103431329131;0.0002108730550389737
1;26;2020-10-29T15:29:55.053174;None;0.0;None;-0.0003156303719151765;0.011881549842655659;0.000927405955735594;-4.6191998990252614e-05;0.0006537730805575848;0.00026384182274341583
1;27;2020-10-29T15:29:55.103227;None;0.0;None;0.0002528748009353876;0.014834183268249035;0.0004742269520647824;-6.6990892264584545e-06;0.0008352951845154166;0.0002746169047895819
1;28;2020-10-29T15:29:55.153312;None;0.0;None;0.00021247155382297933;0.013739480637013912;0.00036909253685735166;-1.8889231796492822e-05;0.0006861417787149549;0.00019594845070969313
1;29;2020-10-29T15:29:55.204468;None;0.0;None;0.0005546727916225791;0.015440104529261589;-0.001968399388715625;5.88606917517609e-06;0.0008882405236363411;5.3135812777327374e-05
1;30;2020-10-29T15:29:55.254580;None;0.0;None;-0.00011580530554056168;0.013147598132491112;0.0006397254182957113;-3.593986184569076e-05;0.0006737752119079232;0.00022483099019154906
1;31;2020-10-29T15:29:55.304589;None;0.0;None;0.000653350492939353;0.016886718571186066;-0.0025685220025479794;1.2275555491214618e-05;0.0009534256532788277;5.421242894954048e-05
1;32;2020-10-29T15:29:55.354641;None;0.0;None;-0.0005827125278301537;0.013711857609450817;0.002257894491776824;-5.354094537324272e-05;0.000712867418769747;0.00022993927996139973
1;33;2020-10-29T15:29:55.404709;None;0.0;None;0.0003785623994190246;0.01605597697198391;0.0016701915301382542;-3.375054075149819e-05;0.0008966918685473502;0.0003534303978085518
1;34;2020-10-29T15:29:55.454817;None;0.0;None;-0.0002669246750883758;0.010942284017801285;-8.334269659826532e-05;-3.445485344855115e-05;0.0006733512273058295;0.000203272036742419
1;35;2020-10-29T15:29:55.504827;None;0.0;None;0.0002060909610008821;0.018153464421629906;-0.002473166910931468;-5.4543684200325515e-06;0.0010060649365186691;2.5857820219243877e-05
1;36;2020-10-29T15:29:55.554952;None;0.0;None;1.588868508406449e-05;0.016086602583527565;0.0008120721904560924;-5.199243787501473e-06;0.0008079299586825073;0.00014779703633394092
