Episode;Steps;Reward;Time
0;44;33;2020-07-19T21:56:53.856518
1;40;29;2020-07-19T21:57:05.749818
2;36;25;2020-07-19T21:57:15.370957
3;31;20;2020-07-19T21:57:23.954088
4;35;24;2020-07-19T21:57:32.808786
5;28;17;2020-07-19T21:57:42.086051
6;52;41;2020-07-19T21:58:12.629266
7;34;23;2020-07-19T21:58:37.599239
8;51;40;2020-07-19T21:58:58.142702
9;36;25;2020-07-19T21:59:17.487730
10;28;17;2020-07-19T21:59:38.623209
11;44;33;2020-07-19T22:00:08.515785
12;49;38;2020-07-19T22:00:41.102156
13;29;18;2020-07-19T22:01:11.291787
14;54;43;2020-07-19T22:01:44.339936
15;36;25;2020-07-19T22:02:15.595559
16;67;56;2020-07-19T22:02:48.437262
17;63;52;2020-07-19T22:03:22.518966
18;51;40;2020-07-19T22:03:54.916676
19;52;41;2020-07-19T22:04:27.401610
20;59;48;2020-07-19T22:05:00.853354
21;49;38;2020-07-19T22:05:26.176365
22;47;36;2020-07-19T22:05:46.212623
23;30;19;2020-07-19T22:06:15.028432
24;47;36;2020-07-19T22:06:46.898663
25;53;42;2020-07-19T22:07:20.017229
26;46;35;2020-07-19T22:07:52.403346
27;52;41;2020-07-19T22:08:25.280075
28;63;52;2020-07-19T22:08:59.521783
29;45;34;2020-07-19T22:09:21.248499
30;52;41;2020-07-19T22:09:53.422736
31;51;40;2020-07-19T22:10:26.197841
32;59;48;2020-07-19T22:10:59.960521
33;48;37;2020-07-19T22:11:25.916389
34;68;57;2020-07-19T22:12:00.637673
35;55;44;2020-07-19T22:12:28.328123
36;46;35;2020-07-19T22:13:01.194512
37;80;69;2020-07-19T22:13:37.049397
38;101;90;2020-07-19T22:14:15.496806
39;77;66;2020-07-19T22:14:55.255625
40;69;58;2020-07-19T22:15:29.961965
41;149;138;2020-07-19T22:16:13.522609
42;29;18;2020-07-19T22:16:37.417347
43;161;150;2020-07-19T22:17:17.561796
44;36;25;2020-07-19T22:17:52.851766
45;30;19;2020-07-19T22:18:23.409060
46;122;111;2020-07-19T22:19:04.213697
47;104;93;2020-07-19T22:19:37.026018
48;113;102;2020-07-19T22:20:05.368447
49;500;500;2020-07-19T22:21:20.956060
50;484;473;2020-07-19T22:22:41.086504
51;78;67;2020-07-19T22:23:16.989689
52;254;243;2020-07-19T22:24:12.397076
53;500;500;2020-07-19T22:25:34.761919
54;190;179;2020-07-19T22:26:22.980631
55;500;500;2020-07-19T22:27:45.493171
56;98;87;2020-07-19T22:28:23.361097
57;205;194;2020-07-19T22:29:13.026361
58;396;385;2020-07-19T22:30:20.152426
59;500;500;2020-07-19T22:31:42.506984
60;500;500;2020-07-19T22:32:55.160604
61;500;500;2020-07-19T22:34:13.723671
62;500;500;2020-07-19T22:35:36.031637
63;308;297;2020-07-19T22:36:37.421079
64;372;361;2020-07-19T22:37:45.687744
65;500;500;2020-07-19T22:39:07.489771
66;500;500;2020-07-19T22:40:33.737505
67;500;500;2020-07-19T22:41:54.141203
