Episode;Reward;Time
0;25;2020-07-15T13:11:33.308908
1;23;2020-07-15T13:11:48.543962
2;26;2020-07-15T13:12:00.999915
3;24;2020-07-15T13:12:13.736340
4;23;2020-07-15T13:12:25.563758
5;20;2020-07-15T13:12:38.562860
6;15;2020-07-15T13:13:08.675359
7;24;2020-07-15T13:13:37.943295
8;25;2020-07-15T13:14:09.092978
9;22;2020-07-15T13:14:39.818397
10;26;2020-07-15T13:15:11.114718
11;22;2020-07-15T13:15:41.898367
12;24;2020-07-15T13:16:12.962315
13;29;2020-07-15T13:16:44.602091
14;23;2020-07-15T13:17:15.551728
15;36;2020-07-15T13:17:47.963028
16;27;2020-07-15T13:18:19.353008
17;28;2020-07-15T13:18:50.741345
18;40;2020-07-15T13:19:21.758306
19;30;2020-07-15T13:19:53.194239
20;54;2020-07-15T13:20:27.007311
21;40;2020-07-15T13:20:59.301241
22;72;2020-07-15T13:21:35.200786
23;49;2020-07-15T13:22:08.752155
24;48;2020-07-15T13:22:41.950541
25;48;2020-07-15T13:23:15.093252
26;51;2020-07-15T13:23:48.595059
27;51;2020-07-15T13:24:21.968541
28;55;2020-07-15T13:24:55.852560
29;49;2020-07-15T13:25:29.164350
30;88;2020-07-15T13:26:07.075201
31;52;2020-07-15T13:26:40.798000
32;96;2020-07-15T13:27:19.729151
33;50;2020-07-15T13:27:53.692468
34;54;2020-07-15T13:28:27.921546
35;49;2020-07-15T13:29:01.776682
36;48;2020-07-15T13:29:35.474989
37;84;2020-07-15T13:30:12.922930
38;56;2020-07-15T13:30:47.470087
39;52;2020-07-15T13:31:21.510696
40;51;2020-07-15T13:31:55.559686
41;101;2020-07-15T13:32:35.109583
42;50;2020-07-15T13:33:09.059575
43;103;2020-07-15T13:33:48.780421
44;109;2020-07-15T13:34:28.765808
45;96;2020-07-15T13:35:11.971484
46;69;2020-07-15T13:35:47.935613
47;69;2020-07-15T13:36:23.946377
48;69;2020-07-15T13:36:59.985124
49;67;2020-07-15T13:37:35.745288
50;93;2020-07-15T13:38:14.397392
51;84;2020-07-15T13:38:51.949327
52;92;2020-07-15T13:39:30.432699
53;90;2020-07-15T13:40:08.615110
54;83;2020-07-15T13:40:45.706528
55;80;2020-07-15T13:41:22.930312
56;321;2020-07-15T13:42:26.672135
57;66;2020-07-15T13:43:02.332102
58;20;2020-07-15T13:43:32.856074
59;67;2020-07-15T13:44:08.598837
60;21;2020-07-15T13:44:39.209083
61;88;2020-07-15T13:45:17.240409
62;87;2020-07-15T13:45:55.231129
63;66;2020-07-15T13:46:30.951052
64;126;2020-07-15T13:47:13.207218
65;500;2020-07-15T13:48:35.310722
66;297;2020-07-15T13:49:35.335425
67;70;2020-07-15T13:50:11.494604
68;73;2020-07-15T13:50:34.369889
69;68;2020-07-15T13:51:09.864386
70;87;2020-07-15T13:51:39.008023
71;382;2020-07-15T13:52:35.847942
72;500;2020-07-15T13:53:48.514081
73;500;2020-07-15T13:54:57.132148
74;500;2020-07-15T13:56:18.537811
75;500;2020-07-15T13:57:45.288191
76;313;2020-07-15T13:58:59.575532
77;500;2020-07-15T14:00:23.804018
78;500;2020-07-15T14:01:33.079179
79;127;2020-07-15T14:02:09.348000
80;99;2020-07-15T14:03:13.677108
81;500;2020-07-15T14:04:22.325842
82;500;2020-07-15T14:05:30.900306
83;500;2020-07-15T14:06:39.684163
84;500;2020-07-15T14:07:57.313086
85;500;2020-07-15T14:09:19.514540
