Episode;Reward;Time
0;18;2020-07-15T21:30:46.355540
1;41;2020-07-15T21:30:57.537878
2;21;2020-07-15T21:31:12.667414
3;16;2020-07-15T21:31:22.376336
4;21;2020-07-15T21:31:32.254263
5;22;2020-07-15T21:31:47.155142
6;36;2020-07-15T21:32:18.976564
7;18;2020-07-15T21:32:48.809695
8;38;2020-07-15T21:33:19.672921
9;30;2020-07-15T21:33:51.401570
10;28;2020-07-15T21:34:22.853620
11;27;2020-07-15T21:34:51.778131
12;23;2020-07-15T21:35:22.154332
13;47;2020-07-15T21:35:55.467801
14;30;2020-07-15T21:36:26.172467
15;15;2020-07-15T21:36:55.651701
16;15;2020-07-15T21:37:25.007732
17;18;2020-07-15T21:37:55.026123
18;13;2020-07-15T21:38:24.832659
19;25;2020-07-15T21:38:55.697083
20;13;2020-07-15T21:39:25.455596
21;32;2020-07-15T21:39:57.407776
22;40;2020-07-15T21:40:30.260385
23;36;2020-07-15T21:41:02.663690
24;49;2020-07-15T21:41:36.500898
25;41;2020-07-15T21:42:09.057016
26;56;2020-07-15T21:42:42.845319
27;44;2020-07-15T21:43:16.110407
28;50;2020-07-15T21:43:49.925223
29;47;2020-07-15T21:44:23.355132
30;58;2020-07-15T21:44:58.110435
31;44;2020-07-15T21:45:31.382257
32;66;2020-07-15T21:46:06.979845
33;52;2020-07-15T21:46:41.078551
34;54;2020-07-15T21:47:15.463788
35;69;2020-07-15T21:47:51.168874
36;74;2020-07-15T21:48:27.756067
37;118;2020-07-15T21:49:09.031745
38;160;2020-07-15T21:49:54.991476
39;127;2020-07-15T21:50:41.452990
40;75;2020-07-15T21:51:18.134177
41;76;2020-07-15T21:51:52.306313
42;77;2020-07-15T21:52:15.454636
43;74;2020-07-15T21:52:38.224868
44;82;2020-07-15T21:53:01.932935
45;78;2020-07-15T21:53:25.241945
46;75;2020-07-15T21:53:48.198576
47;75;2020-07-15T21:54:11.136368
48;99;2020-07-15T21:54:36.763974
49;70;2020-07-15T21:54:59.103951
50;119;2020-07-15T21:55:37.522964
51;126;2020-07-15T21:56:06.068751
52;362;2020-07-15T21:57:00.521244
53;123;2020-07-15T21:57:29.728757
54;77;2020-07-15T21:57:57.383439
55;81;2020-07-15T21:58:21.017228
56;92;2020-07-15T21:58:45.880181
57;196;2020-07-15T21:59:22.133340
58;500;2020-07-15T22:00:30.501566
59;67;2020-07-15T22:01:06.233365
60;500;2020-07-15T22:02:28.296300
61;67;2020-07-15T22:03:05.287005
62;348;2020-07-15T22:04:11.856889
63;500;2020-07-15T22:05:33.805584
64;500;2020-07-15T22:06:55.825102
65;500;2020-07-15T22:08:21.571102
66;500;2020-07-15T22:09:43.633969
67;500;2020-07-15T22:11:04.367547
