Episode;Reward;Time
0;14;2020-07-15T22:55:21.228883
1;17;2020-07-15T22:55:31.414184
2;19;2020-07-15T22:55:41.364143
3;22;2020-07-15T22:55:56.415605
4;54;2020-07-15T22:56:11.207526
5;19;2020-07-15T22:56:28.186131
6;22;2020-07-15T22:56:59.026863
7;27;2020-07-15T22:57:27.517018
8;47;2020-07-15T22:58:01.078379
9;36;2020-07-15T22:58:31.665968
10;24;2020-07-15T22:59:02.712645
11;39;2020-07-15T22:59:34.191559
12;35;2020-07-15T23:00:06.436489
13;37;2020-07-15T23:00:38.927680
14;23;2020-07-15T23:01:09.002615
15;20;2020-07-15T23:01:39.664238
16;21;2020-07-15T23:02:10.420101
17;28;2020-07-15T23:02:41.918451
18;37;2020-07-15T23:03:18.091799
19;30;2020-07-15T23:03:49.738278
20;23;2020-07-15T23:04:19.928770
21;36;2020-07-15T23:04:52.235589
22;46;2020-07-15T23:05:25.736453
23;47;2020-07-15T23:05:59.329758
24;46;2020-07-15T23:06:30.421631
25;46;2020-07-15T23:07:03.864038
26;47;2020-07-15T23:07:36.397671
27;49;2020-07-15T23:08:08.440677
28;48;2020-07-15T23:08:42.092597
29;50;2020-07-15T23:09:15.998295
30;48;2020-07-15T23:09:49.670085
31;48;2020-07-15T23:10:23.199003
32;49;2020-07-15T23:10:57.003060
33;47;2020-07-15T23:11:29.119467
34;48;2020-07-15T23:12:02.681870
35;49;2020-07-15T23:12:36.397717
36;47;2020-07-15T23:13:09.969024
37;48;2020-07-15T23:13:43.633788
38;48;2020-07-15T23:14:17.171358
39;47;2020-07-15T23:14:50.739032
40;52;2020-07-15T23:15:24.669350
41;49;2020-07-15T23:15:58.359445
42;55;2020-07-15T23:16:32.649946
43;52;2020-07-15T23:17:06.767696
44;50;2020-07-15T23:17:40.146452
45;51;2020-07-15T23:18:14.152373
46;50;2020-07-15T23:18:48.016828
47;53;2020-07-15T23:19:21.933419
48;111;2020-07-15T23:20:02.546282
49;293;2020-07-15T23:21:02.461818
50;42;2020-07-15T23:21:40.401892
51;83;2020-07-15T23:22:17.907995
52;500;2020-07-15T23:23:39.928684
53;500;2020-07-15T23:25:01.986926
54;144;2020-07-15T23:25:46.186463
55;341;2020-07-15T23:26:52.013495
56;91;2020-07-15T23:27:30.437504
57;73;2020-07-15T23:28:06.828881
58;450;2020-07-15T23:29:24.144256
59;406;2020-07-15T23:30:46.348976
60;73;2020-07-15T23:31:22.792933
61;123;2020-07-15T23:32:03.897379
62;500;2020-07-15T23:33:25.786057
63;500;2020-07-15T23:34:47.499201
64;500;2020-07-15T23:36:09.631870
65;500;2020-07-15T23:37:37.276504
66;500;2020-07-15T23:38:59.198460
