Episode;Reward;Time
0;38;2020-07-15T14:31:51.458092
1;36;2020-07-15T14:32:08.229745
2;36;2020-07-15T14:32:24.566511
3;113;2020-07-15T14:32:45.356650
4;21;2020-07-15T14:32:59.241752
5;19;2020-07-15T14:33:09.256946
6;20;2020-07-15T14:33:39.068900
7;42;2020-07-15T14:34:11.871835
8;43;2020-07-15T14:34:44.955539
9;28;2020-07-15T14:35:16.531703
10;16;2020-07-15T14:35:46.740107
11;26;2020-07-15T14:36:16.892227
12;46;2020-07-15T14:36:50.424772
13;59;2020-07-15T14:37:25.071806
14;56;2020-07-15T14:37:56.793120
15;38;2020-07-15T14:38:34.373462
16;17;2020-07-15T14:39:04.500348
17;43;2020-07-15T14:39:32.865464
18;56;2020-07-15T14:39:53.658537
19;49;2020-07-15T14:40:13.679821
20;50;2020-07-15T14:40:36.292599
21;15;2020-07-15T14:40:52.840714
22;61;2020-07-15T14:41:27.692501
23;61;2020-07-15T14:42:02.715910
24;54;2020-07-15T14:42:35.843914
25;92;2020-07-15T14:43:14.351128
26;95;2020-07-15T14:43:53.128660
27;32;2020-07-15T14:44:15.032275
28;113;2020-07-15T14:44:45.313885
29;83;2020-07-15T14:45:22.188467
30;59;2020-07-15T14:45:56.939326
31;93;2020-07-15T14:46:35.143342
32;24;2020-07-15T14:47:06.140232
33;87;2020-07-15T14:47:43.717793
34;92;2020-07-15T14:48:22.210067
35;179;2020-07-15T14:49:09.633939
36;128;2020-07-15T14:49:51.874846
37;168;2020-07-15T14:50:38.351310
38;77;2020-07-15T14:51:17.226460
39;61;2020-07-15T14:51:52.376354
40;100;2020-07-15T14:52:35.349293
41;500;2020-07-15T14:53:56.903268
42;500;2020-07-15T14:55:18.941055
43;263;2020-07-15T14:56:16.251524
44;323;2020-07-15T14:57:36.861367
45;121;2020-07-15T14:58:18.532147
46;500;2020-07-15T14:59:40.517447
47;500;2020-07-15T15:01:02.603550
48;480;2020-07-15T15:02:27.042186
49;500;2020-07-15T15:03:48.661740
50;500;2020-07-15T15:05:25.825976
51;191;2020-07-15T15:06:26.664326
