Episode;Reward;Time
0;19;2020-07-15T17:05:54.126665
1;21;2020-07-15T17:06:03.316107
2;23;2020-07-15T17:06:14.238944
3;21;2020-07-15T17:06:24.145912
4;24;2020-07-15T17:06:33.880430
5;54;2020-07-15T17:06:53.755140
6;26;2020-07-15T17:07:25.094423
7;56;2020-07-15T17:07:59.703260
8;27;2020-07-15T17:08:30.828310
9;44;2020-07-15T17:09:04.085256
10;40;2020-07-15T17:09:36.976237
11;48;2020-07-15T17:10:10.639569
12;46;2020-07-15T17:10:43.930227
13;104;2020-07-15T17:11:23.679712
14;33;2020-07-15T17:11:55.444303
15;48;2020-07-15T17:12:28.724418
16;32;2020-07-15T17:13:00.679555
17;83;2020-07-15T17:13:38.142957
18;45;2020-07-15T17:14:11.381078
19;71;2020-07-15T17:14:47.521446
20;52;2020-07-15T17:15:21.453808
21;48;2020-07-15T17:15:55.021439
22;95;2020-07-15T17:16:33.813789
23;138;2020-07-15T17:17:17.248033
24;141;2020-07-15T17:18:06.901217
25;71;2020-07-15T17:18:42.919829
26;120;2020-07-15T17:19:24.557163
27;151;2020-07-15T17:20:09.565097
28;74;2020-07-15T17:20:46.151283
29;46;2020-07-15T17:21:19.618896
30;43;2020-07-15T17:21:52.772356
31;44;2020-07-15T17:22:26.005190
32;28;2020-07-15T17:22:57.478840
33;119;2020-07-15T17:23:38.782531
34;104;2020-07-15T17:24:18.638560
35;110;2020-07-15T17:24:58.999049
36;292;2020-07-15T17:25:59.453071
37;78;2020-07-15T17:26:41.163762
38;80;2020-07-15T17:27:18.170385
39;96;2020-07-15T17:27:57.155075
40;96;2020-07-15T17:28:35.895538
41;90;2020-07-15T17:29:04.610891
42;98;2020-07-15T17:29:38.740951
43;90;2020-07-15T17:30:16.927597
44;91;2020-07-15T17:30:55.288402
45;262;2020-07-15T17:31:52.344220
46;172;2020-07-15T17:34:09.802348
47;91;2020-07-15T17:34:48.213831
48;487;2020-07-15T17:36:10.081218
49;500;2020-07-15T17:37:32.202930
50;98;2020-07-15T17:38:11.442355
51;500;2020-07-15T17:39:33.318278
52;500;2020-07-15T17:40:55.343743
53;500;2020-07-15T17:42:16.711960
54;500;2020-07-15T17:43:40.844766
55;500;2020-07-15T17:45:04.387410
56;138;2020-07-15T17:45:37.838194
57;132;2020-07-15T17:46:22.977497
58;266;2020-07-15T17:47:19.941779
59;59;2020-07-15T17:47:54.786736
60;89;2020-07-15T17:48:32.934814
