Episode;Reward;Time
0;123;2020-07-14T14:34:51.114892
1;200;2020-07-14T14:35:16.686050
2;110;2020-07-14T14:35:32.640043
3;96;2020-07-14T14:35:47.099949
4;67;2020-07-14T14:35:58.464933
5;130;2020-07-14T14:36:17.465644
6;110;2020-07-14T14:36:57.934687
7;71;2020-07-14T14:37:34.173649
8;74;2020-07-14T14:38:10.673239
9;86;2020-07-14T14:38:48.493554
10;145;2020-07-14T14:39:32.192284
11;93;2020-07-14T14:40:10.797433
12;125;2020-07-14T14:40:52.879754
13;81;2020-07-14T14:41:30.151424
14;72;2020-07-14T14:42:06.471517
15;65;2020-07-14T14:42:40.658839
16;72;2020-07-14T14:43:16.947860
17;68;2020-07-14T14:43:52.817142
18;100;2020-07-14T14:44:31.961806
19;104;2020-07-14T14:45:11.791009
20;242;2020-07-14T14:46:06.663310
21;389;2020-07-14T14:47:17.676446
22;396;2020-07-14T14:48:29.248826
23;467;2020-07-14T14:49:48.822956
24;471;2020-07-14T14:51:08.834000
25;433;2020-07-14T14:52:24.690901
26;405;2020-07-14T14:53:37.300386
27;389;2020-07-14T14:54:47.718198
28;451;2020-07-14T14:56:04.801474
29;438;2020-07-14T14:57:21.131224
30;441;2020-07-14T14:58:37.830691
31;442;2020-07-14T14:59:54.603383
32;1000;2020-07-14T15:02:11.100184
33;903;2020-07-14T15:04:18.276416
34;463;2020-07-14T15:05:37.247234
35;1000;2020-07-14T15:07:53.793606
36;874;2020-07-14T15:09:57.955881
37;606;2020-07-14T15:11:32.576385
38;595;2020-07-14T15:13:06.273927
39;1000;2020-07-14T15:15:22.986867
40;648;2020-07-14T15:17:02.397203
41;1000;2020-07-14T15:19:19.116533
42;603;2020-07-14T15:20:53.303982
43;1000;2020-07-14T15:23:09.524608
44;599;2020-07-14T15:24:43.549034
45;607;2020-07-14T15:26:18.446537
46;1000;2020-07-14T15:28:34.908525
47;1000;2020-07-14T15:30:51.649644
48;598;2020-07-14T15:32:25.531954
49;1000;2020-07-14T15:34:42.324688
50;1000;2020-07-14T15:36:59.019786
51;1000;2020-07-14T15:39:15.795595
52;1000;2020-07-14T15:41:32.471729
53;260;2020-07-14T15:42:29.215515
