Episode;Reward;Time
0;210;2020-07-14T15:43:10.333197
1;98;2020-07-14T15:43:25.001077
2;80;2020-07-14T15:43:37.751678
3;135;2020-07-14T15:43:56.394809
4;212;2020-07-14T15:44:23.252651
5;124;2020-07-14T15:44:41.586189
6;71;2020-07-14T15:45:17.803804
7;109;2020-07-14T15:45:58.216764
8;242;2020-07-14T15:46:52.724132
9;124;2020-07-14T15:47:33.896277
10;172;2020-07-14T15:48:21.212712
11;148;2020-07-14T15:49:05.595485
12;129;2020-07-14T15:49:47.892259
13;79;2020-07-14T15:50:24.667373
14;56;2020-07-14T15:50:58.632992
15;240;2020-07-14T15:51:53.029255
16;436;2020-07-14T15:53:09.071222
17;431;2020-07-14T15:54:24.399539
18;403;2020-07-14T15:55:36.272638
19;396;2020-07-14T15:56:48.006233
20;375;2020-07-14T15:57:57.144620
21;395;2020-07-14T15:59:08.873369
22;409;2020-07-14T16:00:22.106066
23;383;2020-07-14T16:01:32.480139
24;378;2020-07-14T16:02:42.336105
25;388;2020-07-14T16:03:53.370930
26;388;2020-07-14T16:05:04.325834
27;386;2020-07-14T16:06:15.058505
28;388;2020-07-14T16:07:25.934095
29;393;2020-07-14T16:08:37.524689
30;403;2020-07-14T16:09:50.175116
31;952;2020-07-14T16:12:03.051044
32;381;2020-07-14T16:13:13.273312
33;1000;2020-07-14T16:15:29.382897
34;1000;2020-07-14T16:17:32.433901
35;1000;2020-07-14T16:19:35.674715
36;340;2020-07-14T16:20:27.753960
37;1000;2020-07-14T16:22:31.007453
38;1000;2020-07-14T16:24:34.255858
39;1000;2020-07-14T16:26:37.522257
40;1000;2020-07-14T16:28:40.545834
41;1000;2020-07-14T16:30:57.422243
42;1000;2020-07-14T16:33:14.263495
43;1000;2020-07-14T16:35:31.042549
