Episode;Reward;Time
0;104;2020-07-14T10:56:08.107407
1;79;2020-07-14T10:56:20.753936
2;118;2020-07-14T10:56:37.580002
3;120;2020-07-14T10:56:54.619369
4;124;2020-07-14T10:57:12.098455
5;132;2020-07-14T10:57:31.364641
6;121;2020-07-14T10:58:12.996352
7;91;2020-07-14T10:58:51.402842
8;196;2020-07-14T10:59:41.337100
9;82;2020-07-14T11:00:18.138425
10;131;2020-07-14T11:01:00.682518
11;71;2020-07-14T11:01:23.117310
12;172;2020-07-14T11:01:56.463330
13;132;2020-07-14T11:02:25.559806
14;91;2020-07-14T11:03:03.951113
15;178;2020-07-14T11:03:51.816759
16;89;2020-07-14T11:04:29.978102
17;245;2020-07-14T11:05:25.206068
18;168;2020-07-14T11:06:12.076618
19;204;2020-07-14T11:07:02.861874
20;432;2020-07-14T11:08:18.482066
21;267;2020-07-14T11:09:16.123446
22;483;2020-07-14T11:10:37.449360
23;512;2020-07-14T11:12:01.962382
24;560;2020-07-14T11:13:30.826015
25;459;2020-07-14T11:14:49.473631
26;470;2020-07-14T11:16:09.305643
27;445;2020-07-14T11:17:25.983239
28;1000;2020-07-14T11:19:42.820598
29;891;2020-07-14T11:21:45.289497
30;1000;2020-07-14T11:24:02.144328
31;530;2020-07-14T11:25:28.656216
32;1000;2020-07-14T11:27:45.471836
33;1000;2020-07-14T11:30:02.272031
34;1000;2020-07-14T11:32:19.022791
35;1000;2020-07-14T11:34:35.791127
36;1000;2020-07-14T11:36:50.543625
