Episode;Reward;Time
0;176;2020-07-14T11:37:29.704318
1;155;2020-07-14T11:37:50.460967
2;124;2020-07-14T11:38:07.900888
3;140;2020-07-14T11:38:27.047261
4;102;2020-07-14T11:38:42.135927
5;128;2020-07-14T11:39:00.922306
6;123;2020-07-14T11:39:42.726806
7;138;2020-07-14T11:40:26.166195
8;106;2020-07-14T11:41:06.063703
9;102;2020-07-14T11:41:45.168146
10;129;2020-07-14T11:42:27.339274
11;82;2020-07-14T11:43:04.486464
12;152;2020-07-14T11:43:49.450092
13;91;2020-07-14T11:44:27.831865
14;84;2020-07-14T11:45:05.499417
15;88;2020-07-14T11:45:43.558460
16;76;2020-07-14T11:46:20.265118
17;93;2020-07-14T11:46:58.893245
18;84;2020-07-14T11:47:36.501097
19;189;2020-07-14T11:48:25.582799
20;340;2020-07-14T11:49:31.175692
21;417;2020-07-14T11:50:45.238338
22;408;2020-07-14T11:51:58.215796
23;416;2020-07-14T11:53:12.218230
24;386;2020-07-14T11:54:22.904307
25;383;2020-07-14T11:55:33.298601
26;390;2020-07-14T11:56:44.423116
27;641;2020-07-14T11:58:23.054818
28;1000;2020-07-14T12:00:39.705021
29;1000;2020-07-14T12:02:56.330603
30;1000;2020-07-14T12:05:12.973452
31;1000;2020-07-14T12:07:27.932996
32;1000;2020-07-14T12:09:44.403217
33;1000;2020-07-14T12:12:00.520360
