Episode;Reward;Time
0;106;2020-07-14T13:00:06.150547
1;121;2020-07-14T13:00:23.286244
2;167;2020-07-14T13:00:45.351880
3;155;2020-07-14T13:01:06.115033
4;146;2020-07-14T13:01:25.936185
5;111;2020-07-14T13:01:42.868599
6;97;2020-07-14T13:02:21.699801
7;82;2020-07-14T13:02:58.841373
8;102;2020-07-14T13:03:38.383956
9;65;2020-07-14T13:04:13.652454
10;75;2020-07-14T13:04:49.899803
11;251;2020-07-14T13:05:45.810063
12;120;2020-07-14T13:06:27.128451
13;124;2020-07-14T13:07:08.827005
14;89;2020-07-14T13:07:46.461046
15;90;2020-07-14T13:08:24.518260
16;83;2020-07-14T13:09:01.605040
17;70;2020-07-14T13:09:37.712605
18;81;2020-07-14T13:10:15.050594
19;192;2020-07-14T13:11:04.525164
20;221;2020-07-14T13:11:57.201434
21;234;2020-07-14T13:12:51.233233
22;385;2020-07-14T13:14:01.906154
23;379;2020-07-14T13:15:11.873909
24;391;2020-07-14T13:16:23.159359
25;249;2020-07-14T13:17:18.830124
26;254;2020-07-14T13:18:15.054757
27;385;2020-07-14T13:19:25.704838
28;213;2020-07-14T13:20:17.437428
29;384;2020-07-14T13:21:28.006320
30;392;2020-07-14T13:22:39.423211
31;381;2020-07-14T13:23:49.608810
32;391;2020-07-14T13:25:00.899386
33;454;2020-07-14T13:26:19.020863
34;387;2020-07-14T13:27:29.872246
35;398;2020-07-14T13:28:41.926296
36;594;2020-07-14T13:30:15.371048
37;405;2020-07-14T13:31:14.528851
38;586;2020-07-14T13:32:33.461335
39;589;2020-07-14T13:34:06.213318
40;592;2020-07-14T13:35:39.529565
41;596;2020-07-14T13:37:13.276468
42;1000;2020-07-14T13:39:29.646048
43;1000;2020-07-14T13:41:46.413227
44;1000;2020-07-14T13:44:02.930212
45;1000;2020-07-14T13:46:19.770326
46;1000;2020-07-14T13:48:36.609547
