Episode;Reward;Time
0;68;2020-07-11T16:15:47.955627
1;83;2020-07-11T16:16:01.015953
2;72;2020-07-11T16:16:12.966287
3;76;2020-07-11T16:16:25.345995
4;70;2020-07-11T16:16:37.031203
5;85;2020-07-11T16:16:51.140478
6;98;2020-07-11T16:17:30.392298
7;75;2020-07-11T16:18:07.099802
8;110;2020-07-11T16:18:47.569636
9;60;2020-07-11T16:19:22.703142
10;53;2020-07-11T16:19:55.932061
11;90;2020-07-11T16:20:34.218026
12;70;2020-07-11T16:21:10.368420
13;59;2020-07-11T16:21:44.261358
14;71;2020-07-11T16:22:20.575945
15;60;2020-07-11T16:22:55.679196
16;85;2020-07-11T16:23:33.526721
17;106;2020-07-11T16:24:13.637186
18;75;2020-07-11T16:24:47.253956
19;90;2020-07-11T16:25:25.401476
20;73;2020-07-11T16:26:02.014559
21;70;2020-07-11T16:26:28.710895
22;53;2020-07-11T16:26:50.084885
23;69;2020-07-11T16:27:13.289053
24;68;2020-07-11T16:27:40.661454
25;63;2020-07-11T16:28:16.068588
26;61;2020-07-11T16:28:51.406367
27;62;2020-07-11T16:29:26.729506
28;69;2020-07-11T16:30:02.805565
29;125;2020-07-11T16:30:45.027380
30;132;2020-07-11T16:31:28.017117
31;134;2020-07-11T16:32:11.321467
32;267;2020-07-11T16:33:09.325556
33;555;2020-07-11T16:34:39.189471
34;574;2020-07-11T16:36:10.874724
35;566;2020-07-11T16:37:41.377721
36;563;2020-07-11T16:39:11.980892
37;567;2020-07-11T16:40:42.953217
38;1000;2020-07-11T16:43:00.267643
39;555;2020-07-11T16:44:29.830331
40;558;2020-07-11T16:46:00.490363
41;970;2020-07-11T16:48:16.181553
42;1000;2020-07-11T16:50:33.499444
43;978;2020-07-11T16:52:50.529576
44;974;2020-07-11T16:55:07.400711
45;983;2020-07-11T16:57:24.941579
46;966;2020-07-11T16:59:42.275248
47;956;2020-07-11T17:02:04.634769
48;553;2020-07-11T17:03:35.660331
49;987;2020-07-11T17:05:52.802063
50;979;2020-07-11T17:08:08.975655
51;1000;2020-07-11T17:10:25.865856
52;1000;2020-07-11T17:12:43.602112
53;1000;2020-07-11T17:15:01.511658
54;1000;2020-07-11T17:17:20.108467
55;1000;2020-07-11T17:19:38.673182
56;1000;2020-07-11T17:21:57.203031
57;1000;2020-07-11T17:24:15.867459
58;1000;2020-07-11T17:26:34.382555
59;1000;2020-07-11T17:28:52.868819
60;1000;2020-07-11T17:31:10.340491
61;1000;2020-07-11T17:33:28.027785
62;1000;2020-07-11T17:35:45.629395
63;1000;2020-07-11T17:38:03.007052
64;1000;2020-07-11T17:40:20.806230
65;1000;2020-07-11T17:42:38.340085
66;1000;2020-07-11T17:44:56.455330
67;1000;2020-07-11T17:47:14.319921
68;1000;2020-07-11T17:49:32.011017
69;1000;2020-07-11T17:51:46.894962
