Episode;Reward;Time
0;25;2020-07-12T18:39:19.832083
1;25;2020-07-12T18:39:29.965102
2;29;2020-07-12T18:39:42.187611
3;24;2020-07-12T18:39:54.680753
4;32;2020-07-12T18:40:07.202572
5;35;2020-07-12T18:40:20.871360
6;49;2020-07-12T18:40:54.734917
7;21;2020-07-12T18:41:23.422119
8;16;2020-07-12T18:41:48.260081
9;12;2020-07-12T18:42:15.989461
10;20;2020-07-12T18:42:44.507025
11;20;2020-07-12T18:43:14.275863
12;30;2020-07-12T18:43:45.357706
13;33;2020-07-12T18:44:13.331398
14;27;2020-07-12T18:44:41.242286
15;41;2020-07-12T18:45:13.662352
16;10;2020-07-12T18:45:43.084990
17;9;2020-07-12T18:46:10.482927
18;12;2020-07-12T18:46:33.204146
19;10;2020-07-12T18:46:58.014829
20;32;2020-07-12T18:47:28.515677
21;15;2020-07-12T18:47:54.407739
22;21;2020-07-12T18:48:25.099863
23;41;2020-07-12T18:48:58.123096
24;27;2020-07-12T18:49:22.681644
25;29;2020-07-12T18:49:47.363228
26;42;2020-07-12T18:50:15.830563
27;29;2020-07-12T18:50:46.919930
28;49;2020-07-12T18:51:15.794007
29;38;2020-07-12T18:51:41.928281
30;28;2020-07-12T18:52:11.438501
31;25;2020-07-12T18:52:41.921064
32;26;2020-07-12T18:53:05.277143
33;24;2020-07-12T18:53:26.788988
34;36;2020-07-12T18:53:56.572861
35;25;2020-07-12T18:54:27.842557
36;24;2020-07-12T18:54:58.277649
37;28;2020-07-12T18:55:25.523163
38;42;2020-07-12T18:55:57.268396
39;40;2020-07-12T18:56:29.439622
40;46;2020-07-12T18:57:11.111782
41;40;2020-07-12T18:57:41.589587
42;40;2020-07-12T18:58:11.180165
43;38;2020-07-12T18:58:43.739739
44;24;2020-07-12T18:59:10.749545
45;39;2020-07-12T18:59:41.158654
46;41;2020-07-12T19:00:13.264741
47;41;2020-07-12T19:00:44.306098
48;42;2020-07-12T19:01:09.967784
49;46;2020-07-12T19:01:37.283255
50;43;2020-07-12T19:02:09.392673
51;46;2020-07-12T19:02:36.676844
52;55;2020-07-12T19:03:08.692461
53;44;2020-07-12T19:03:40.168549
54;47;2020-07-12T19:04:09.131773
55;55;2020-07-12T19:04:41.398600
56;62;2020-07-12T19:05:11.443428
57;130;2020-07-12T19:05:53.630989
58;123;2020-07-12T19:06:41.266005
59;77;2020-07-12T19:07:10.546757
60;84;2020-07-12T19:07:47.460054
61;216;2020-07-12T19:08:35.936022
62;87;2020-07-12T19:09:23.144777
63;115;2020-07-12T19:10:04.033606
64;47;2020-07-12T19:10:36.875755
65;12;2020-07-12T19:11:02.246493
66;81;2020-07-12T19:11:33.794462
67;64;2020-07-12T19:12:04.766084
68;202;2020-07-12T19:12:46.640414
69;77;2020-07-12T19:13:23.473527
70;80;2020-07-12T19:13:58.580405
71;98;2020-07-12T19:14:31.594242
72;100;2020-07-12T19:15:08.852145
73;328;2020-07-12T19:16:09.523358
74;103;2020-07-12T19:16:47.251619
75;500;2020-07-12T19:18:05.157811
76;106;2020-07-12T19:18:54.244275
77;102;2020-07-12T19:19:34.101367
78;500;2020-07-12T19:20:52.431899
79;74;2020-07-12T19:21:31.638942
80;80;2020-07-12T19:22:04.606188
81;376;2020-07-12T19:23:11.944654
82;465;2020-07-12T19:25:20.481108
83;135;2020-07-12T19:26:03.868127
84;130;2020-07-12T19:26:42.099784
85;500;2020-07-12T19:28:04.650342
86;121;2020-07-12T19:28:46.204223
87;500;2020-07-12T19:30:08.318419
88;500;2020-07-12T19:31:30.255208
89;232;2020-07-12T19:32:21.750837
90;500;2020-07-12T19:33:40.607816
91;500;2020-07-12T19:35:02.876054
92;500;2020-07-12T19:36:24.963197
93;500;2020-07-12T19:37:46.500711
