Episode;Reward;Time
0;23;2020-07-12T19:56:38.314319
1;27;2020-07-12T19:56:50.906456
2;18;2020-07-12T19:57:00.052175
3;43;2020-07-12T19:57:11.089498
4;27;2020-07-12T19:57:24.926413
5;17;2020-07-12T19:57:35.256414
6;22;2020-07-12T19:58:06.279907
7;34;2020-07-12T19:58:38.436349
8;29;2020-07-12T19:59:09.818554
9;24;2020-07-12T19:59:36.963830
10;27;2020-07-12T20:00:06.927483
11;25;2020-07-12T20:00:37.370777
12;29;2020-07-12T20:01:04.129247
13;27;2020-07-12T20:01:34.496460
14;22;2020-07-12T20:02:05.530657
15;83;2020-07-12T20:02:43.094283
16;47;2020-07-12T20:03:15.503614
17;34;2020-07-12T20:03:47.543322
18;44;2020-07-12T20:04:18.373082
19;58;2020-07-12T20:04:53.359920
20;36;2020-07-12T20:05:25.788616
21;52;2020-07-12T20:05:57.335239
22;66;2020-07-12T20:06:33.175279
23;61;2020-07-12T20:07:08.327211
24;142;2020-07-12T20:07:39.661413
25;35;2020-07-12T20:08:12.087612
26;34;2020-07-12T20:08:43.122133
27;32;2020-07-12T20:09:02.803359
28;58;2020-07-12T20:09:29.812008
29;58;2020-07-12T20:10:03.712458
30;58;2020-07-12T20:10:38.719952
31;50;2020-07-12T20:11:12.861269
32;43;2020-07-12T20:11:46.283100
33;57;2020-07-12T20:12:21.398900
34;48;2020-07-12T20:12:51.194641
35;64;2020-07-12T20:13:26.976545
36;141;2020-07-12T20:14:09.043590
37;117;2020-07-12T20:14:49.704384
38;32;2020-07-12T20:15:21.796899
39;31;2020-07-12T20:15:53.789988
40;72;2020-07-12T20:16:30.295052
41;85;2020-07-12T20:17:08.126767
42;71;2020-07-12T20:17:43.646732
43;84;2020-07-12T20:18:21.395972
44;87;2020-07-12T20:18:59.069198
45;89;2020-07-12T20:19:37.470416
46;84;2020-07-12T20:20:15.195224
47;105;2020-07-12T20:20:54.863878
48;29;2020-07-12T20:21:15.772585
49;93;2020-07-12T20:21:43.677490
50;106;2020-07-12T20:22:20.858094
51;27;2020-07-12T20:22:43.882831
52;127;2020-07-12T20:23:25.557296
53;120;2020-07-12T20:24:02.611987
54;130;2020-07-12T20:24:38.101400
55;132;2020-07-12T20:25:14.135097
56;149;2020-07-12T20:25:54.027207
57;138;2020-07-12T20:26:37.430921
58;128;2020-07-12T20:27:20.338547
59;294;2020-07-12T20:28:21.326044
60;405;2020-07-12T20:29:47.587023
61;72;2020-07-12T20:30:21.628461
62;120;2020-07-12T20:31:03.502774
63;462;2020-07-12T20:32:23.158953
64;120;2020-07-12T20:33:03.929132
65;500;2020-07-12T20:34:18.501354
66;489;2020-07-12T20:35:39.401148
67;130;2020-07-12T20:36:17.905736
68;140;2020-07-12T20:36:58.495364
69;79;2020-07-12T20:37:35.783823
70;36;2020-07-12T20:38:04.733945
71;310;2020-07-12T20:39:00.926468
72;336;2020-07-12T20:40:04.969194
73;86;2020-07-12T20:40:43.001105
74;84;2020-07-12T20:41:16.774614
75;500;2020-07-12T20:42:39.344749
76;73;2020-07-12T20:43:15.066338
77;500;2020-07-12T20:44:33.914053
78;500;2020-07-12T20:45:56.271283
79;500;2020-07-12T20:47:18.563092
