Episode;Reward;Time
0;110;2020-07-12T13:36:57.072781
1;123;2020-07-12T13:37:14.418591
2;112;2020-07-12T13:37:30.594843
3;118;2020-07-12T13:37:47.467152
4;86;2020-07-12T13:38:00.862960
5;91;2020-07-12T13:38:15.081820
6;115;2020-07-12T13:38:44.818863
7;111;2020-07-12T13:39:13.886914
8;69;2020-07-12T13:39:38.543058
9;141;2020-07-12T13:40:11.007555
10;60;2020-07-12T13:40:31.217462
11;123;2020-07-12T13:40:54.935836
12;72;2020-07-12T13:41:16.094296
13;78;2020-07-12T13:41:35.896888
14;59;2020-07-12T13:41:59.433859
15;63;2020-07-12T13:42:23.177956
16;115;2020-07-12T13:42:52.156947
17;139;2020-07-12T13:43:24.114054
18;126;2020-07-12T13:43:55.147469
19;74;2020-07-12T13:44:20.469036
20;105;2020-07-12T13:44:49.231014
21;103;2020-07-12T13:45:17.521133
22;152;2020-07-12T13:45:51.278861
23;151;2020-07-12T13:46:24.915842
24;288;2020-07-12T13:47:13.707187
25;237;2020-07-12T13:47:55.789079
26;225;2020-07-12T13:48:37.299395
27;223;2020-07-12T13:49:18.721591
28;467;2020-07-12T13:50:26.968207
29;290;2020-07-12T13:51:10.483703
30;432;2020-07-12T13:52:15.079543
31;420;2020-07-12T13:53:17.447847
32;337;2020-07-12T13:54:11.305627
33;344;2020-07-12T13:55:05.864588
34;312;2020-07-12T13:55:57.158156
35;440;2020-07-12T13:57:02.468295
36;344;2020-07-12T13:57:57.346504
37;904;2020-07-12T13:59:52.668143
38;886;2020-07-12T14:01:46.924587
39;882;2020-07-12T14:03:37.329146
40;424;2020-07-12T14:04:38.486233
41;908;2020-07-12T14:06:29.537062
42;874;2020-07-12T14:08:22.555778
43;925;2020-07-12T14:10:21.133121
44;912;2020-07-12T14:12:18.266267
45;927;2020-07-12T14:14:16.717571
46;839;2020-07-12T14:16:05.952925
47;468;2020-07-12T14:17:14.423518
48;254;2020-07-12T14:17:59.622763
49;456;2020-07-12T14:19:06.680170
50;475;2020-07-12T14:20:15.729914
51;449;2020-07-12T14:21:21.005144
52;445;2020-07-12T14:22:26.787689
53;1000;2020-07-12T14:24:32.345087
54;444;2020-07-12T14:25:38.088064
55;474;2020-07-12T14:26:46.815255
56;938;2020-07-12T14:28:46.272335
57;894;2020-07-12T14:30:41.559732
58;908;2020-07-12T14:32:37.938796
59;882;2020-07-12T14:34:31.582500
60;877;2020-07-12T14:36:24.909108
61;900;2020-07-12T14:38:19.705745
62;850;2020-07-12T14:40:10.375580
63;841;2020-07-12T14:41:59.307175
64;832;2020-07-12T14:43:45.589144
65;833;2020-07-12T14:45:33.716743
66;854;2020-07-12T14:47:24.220755
67;838;2020-07-12T14:49:13.167973
68;858;2020-07-12T14:51:04.262183
69;824;2020-07-12T14:52:51.570138
