Episode;Reward;Time
0;103;2020-07-12T15:41:22.107863
1;140;2020-07-12T15:41:41.487167
2;145;2020-07-12T15:42:01.445568
3;68;2020-07-12T15:42:13.017709
4;118;2020-07-12T15:42:30.025059
5;77;2020-07-12T15:42:42.816758
6;53;2020-07-12T15:43:05.360135
7;54;2020-07-12T15:43:28.074590
8;83;2020-07-12T15:43:53.751321
9;90;2020-07-12T15:44:19.346641
10;60;2020-07-12T15:44:43.110528
11;56;2020-07-12T15:45:06.015379
12;89;2020-07-12T15:45:32.903116
13;86;2020-07-12T15:45:59.003326
14;85;2020-07-12T15:46:24.259436
15;66;2020-07-12T15:46:48.150683
16;69;2020-07-12T15:47:12.620602
17;82;2020-07-12T15:47:38.732088
18;76;2020-07-12T15:48:00.169988
19;90;2020-07-12T15:48:26.247862
20;103;2020-07-12T15:48:54.711521
21;155;2020-07-12T15:49:28.876865
22;224;2020-07-12T15:50:10.659918
23;163;2020-07-12T15:50:45.885082
24;136;2020-07-12T15:51:17.771539
25;183;2020-07-12T15:51:54.730021
26;284;2020-07-12T15:52:42.481587
27;311;2020-07-12T15:53:33.807788
28;424;2020-07-12T15:54:37.631665
29;298;2020-07-12T15:55:27.412267
30;275;2020-07-12T15:56:15.016404
31;430;2020-07-12T15:57:18.935383
32;424;2020-07-12T15:58:20.456255
33;270;2020-07-12T15:59:07.129158
34;417;2020-07-12T16:00:09.162292
35;434;2020-07-12T16:01:13.654279
36;307;2020-07-12T16:02:04.355403
37;579;2020-07-12T16:03:23.353336
38;419;2020-07-12T16:04:26.856500
39;407;2020-07-12T16:05:28.672786
40;409;2020-07-12T16:06:31.152644
41;406;2020-07-12T16:07:31.572851
42;413;2020-07-12T16:08:33.953228
43;408;2020-07-12T16:09:35.855761
44;405;2020-07-12T16:10:35.935154
45;404;2020-07-12T16:11:38.061094
46;413;2020-07-12T16:12:40.803081
47;416;2020-07-12T16:13:42.998964
48;406;2020-07-12T16:14:44.916329
49;402;2020-07-12T16:15:46.605587
