Episode;Reward;Time
0;64;2020-07-12T14:21:01.594164
1;106;2020-07-12T14:21:17.267516
2;142;2020-07-12T14:21:36.786741
3;86;2020-07-12T14:21:50.313343
4;116;2020-07-12T14:22:07.039162
5;156;2020-07-12T14:22:28.587222
6;133;2020-07-12T14:22:57.665464
7;62;2020-07-12T14:23:19.852787
8;76;2020-07-12T14:23:44.708070
9;83;2020-07-12T14:24:10.070242
10;69;2020-07-12T14:24:34.116196
11;75;2020-07-12T14:24:58.786139
12;68;2020-07-12T14:25:22.841633
13;85;2020-07-12T14:25:48.685652
14;84;2020-07-12T14:26:11.069654
15;82;2020-07-12T14:26:36.784817
16;138;2020-07-12T14:27:08.536056
17;144;2020-07-12T14:27:40.757438
18;143;2020-07-12T14:28:11.664145
19;81;2020-07-12T14:28:37.111763
20;91;2020-07-12T14:29:03.667371
21;100;2020-07-12T14:29:25.542842
22;123;2020-07-12T14:29:56.024472
23;101;2020-07-12T14:30:23.288941
24;148;2020-07-12T14:30:51.001553
25;165;2020-07-12T14:31:19.716302
26;329;2020-07-12T14:32:06.497910
27;347;2020-07-12T14:32:59.448708
28;540;2020-07-12T14:34:15.825740
29;1000;2020-07-12T14:36:21.056826
30;1000;2020-07-12T14:38:25.294459
31;275;2020-07-12T14:39:12.369239
32;272;2020-07-12T14:39:53.650909
33;524;2020-07-12T14:41:08.183434
34;549;2020-07-12T14:42:25.757498
35;581;2020-07-12T14:43:45.370190
36;1000;2020-07-12T14:45:51.238851
37;1000;2020-07-12T14:47:57.071556
38;1000;2020-07-12T14:50:02.303741
39;1000;2020-07-12T14:52:06.563041
40;1000;2020-07-12T14:54:09.687611
41;1000;2020-07-12T14:56:16.092749
42;1000;2020-07-12T14:58:21.935435
43;1000;2020-07-12T15:00:28.026002
44;1000;2020-07-12T15:02:34.293145
45;1000;2020-07-12T15:04:39.998918
46;1000;2020-07-12T15:06:45.907568
47;671;2020-07-12T15:08:16.470313
48;1000;2020-07-12T15:10:22.345687
49;1000;2020-07-12T15:12:28.572545
