Episode;Reward;Time
0;89;2020-07-12T16:16:13.576409
1;77;2020-07-12T16:16:26.214757
2;73;2020-07-12T16:16:38.417363
3;81;2020-07-12T16:16:51.500509
4;169;2020-07-12T16:17:14.229820
5;105;2020-07-12T16:17:30.259432
6;83;2020-07-12T16:17:55.732635
7;179;2020-07-12T16:18:31.241456
8;155;2020-07-12T16:19:04.809913
9;190;2020-07-12T16:19:43.547121
10;93;2020-07-12T16:20:11.112823
11;93;2020-07-12T16:20:38.124816
12;80;2020-07-12T16:21:04.016400
13;137;2020-07-12T16:21:36.010358
14;101;2020-07-12T16:22:03.114360
15;112;2020-07-12T16:22:32.988124
16;75;2020-07-12T16:22:58.419978
17;69;2020-07-12T16:23:23.471585
18;64;2020-07-12T16:23:47.249979
19;129;2020-07-12T16:24:16.463443
20;110;2020-07-12T16:24:45.984629
21;83;2020-07-12T16:25:12.507050
22;72;2020-07-12T16:25:34.970465
23;108;2020-07-12T16:26:03.822184
24;102;2020-07-12T16:26:32.260017
25;69;2020-07-12T16:26:56.071089
26;128;2020-07-12T16:27:26.142741
27;59;2020-07-12T16:27:50.207153
28;81;2020-07-12T16:28:16.438333
29;127;2020-07-12T16:28:46.663874
30;128;2020-07-12T16:29:18.221759
31;174;2020-07-12T16:29:54.510815
32;467;2020-07-12T16:31:04.110600
33;457;2020-07-12T16:32:11.856052
34;1000;2020-07-12T16:34:20.733513
35;335;2020-07-12T16:35:15.082102
36;279;2020-07-12T16:36:03.016972
37;1000;2020-07-12T16:38:05.939939
38;492;2020-07-12T16:39:18.112773
39;502;2020-07-12T16:40:31.660924
40;508;2020-07-12T16:41:45.554858
41;331;2020-07-12T16:42:39.200142
42;529;2020-07-12T16:43:55.768190
43;1000;2020-07-12T16:46:02.377541
44;1000;2020-07-12T16:48:09.590954
45;1000;2020-07-12T16:50:17.428849
46;1000;2020-07-12T16:52:25.117225
47;1000;2020-07-12T16:54:32.478286
48;1000;2020-07-12T16:56:36.878542
49;1000;2020-07-12T16:58:44.299203
