Episode;Reward;Time
0;89;2020-07-12T18:33:26.714798
1;174;2020-07-12T18:33:49.840678
2;70;2020-07-12T18:34:01.707149
3;87;2020-07-12T18:34:15.299742
4;146;2020-07-12T18:34:35.300846
5;190;2020-07-12T18:35:00.727960
6;93;2020-07-12T18:35:29.065870
7;90;2020-07-12T18:35:56.678580
8;124;2020-07-12T18:36:27.837205
9;64;2020-07-12T18:36:52.379776
10;93;2020-07-12T18:37:19.238161
11;86;2020-07-12T18:37:46.624728
12;77;2020-07-12T18:38:13.317516
13;65;2020-07-12T18:38:38.277211
14;51;2020-07-12T18:39:01.283488
15;67;2020-07-12T18:39:26.724178
16;73;2020-07-12T18:39:53.401714
17;84;2020-07-12T18:40:21.012983
18;57;2020-07-12T18:40:44.648408
19;63;2020-07-12T18:41:08.432873
20;59;2020-07-12T18:41:31.980824
21;54;2020-07-12T18:41:55.301845
22;61;2020-07-12T18:42:20.307679
23;67;2020-07-12T18:42:46.101690
24;90;2020-07-12T18:43:14.359174
25;292;2020-07-12T18:44:05.042516
26;230;2020-07-12T18:44:48.941036
27;242;2020-07-12T18:45:34.021226
28;179;2020-07-12T18:46:10.114422
29;147;2020-07-12T18:46:45.365219
30;249;2020-07-12T18:47:30.164095
31;284;2020-07-12T18:48:18.198977
32;302;2020-07-12T18:49:10.158734
33;245;2020-07-12T18:49:54.904658
34;283;2020-07-12T18:50:44.457448
35;241;2020-07-12T18:51:28.996205
36;284;2020-07-12T18:52:18.879053
37;264;2020-07-12T18:53:06.349891
38;279;2020-07-12T18:53:55.185205
39;209;2020-07-12T18:54:35.048234
40;209;2020-07-12T18:55:15.706400
41;299;2020-07-12T18:56:07.306807
42;287;2020-07-12T18:56:57.685181
43;179;2020-07-12T18:57:35.072597
44;265;2020-07-12T18:58:22.348040
45;299;2020-07-12T18:59:12.764535
46;273;2020-07-12T18:59:58.921487
47;332;2020-07-12T19:00:50.600178
48;343;2020-07-12T19:01:46.951046
49;277;2020-07-12T19:02:36.289214
50;854;2020-07-12T19:04:28.109725
51;864;2020-07-12T19:06:22.323607
52;571;2020-07-12T19:07:44.414212
53;902;2020-07-12T19:09:43.752090
54;869;2020-07-12T19:11:38.452236
55;1000;2020-07-12T19:13:46.635111
56;862;2020-07-12T19:15:40.546678
57;870;2020-07-12T19:17:36.147717
58;261;2020-07-12T19:18:23.148488
59;271;2020-07-12T19:19:11.572938
60;298;2020-07-12T19:20:02.893752
61;853;2020-07-12T19:21:56.910569
62;860;2020-07-12T19:23:50.136394
63;877;2020-07-12T19:25:45.564792
64;870;2020-07-12T19:27:39.162208
65;863;2020-07-12T19:29:31.607745
66;873;2020-07-12T19:31:27.100326
67;1000;2020-07-12T19:33:33.289851
68;1000;2020-07-12T19:35:38.845175
69;1000;2020-07-12T19:37:45.789216
