Episode;Reward;Time
0;126;2020-07-12T15:52:15.612410
1;129;2020-07-12T15:52:33.668266
2;168;2020-07-12T15:52:55.979692
3;119;2020-07-12T15:53:12.972174
4;136;2020-07-12T15:53:31.789248
5;82;2020-07-12T15:53:45.139158
6;110;2020-07-12T15:54:09.730551
7;84;2020-07-12T15:54:34.331878
8;78;2020-07-12T15:55:00.014148
9;96;2020-07-12T15:55:27.315865
10;85;2020-07-12T15:55:53.783445
11;73;2020-07-12T15:56:18.894829
12;67;2020-07-12T15:56:43.525455
13;69;2020-07-12T15:57:03.102837
14;70;2020-07-12T15:57:27.815020
15;64;2020-07-12T15:57:52.331017
16;84;2020-07-12T15:58:18.808981
17;88;2020-07-12T15:58:45.656507
18;166;2020-07-12T15:59:20.797946
19;124;2020-07-12T15:59:50.604456
20;118;2020-07-12T16:00:20.996690
21;126;2020-07-12T16:00:52.332360
22;99;2020-07-12T16:01:20.285141
23;164;2020-07-12T16:01:55.471874
24;201;2020-07-12T16:02:32.640498
25;189;2020-07-12T16:03:10.456928
26;281;2020-07-12T16:03:58.367191
27;243;2020-07-12T16:04:42.466548
28;283;2020-07-12T16:05:30.918493
29;263;2020-07-12T16:06:17.000658
30;257;2020-07-12T16:07:02.506524
31;257;2020-07-12T16:07:48.192075
32;315;2020-07-12T16:08:40.069797
33;266;2020-07-12T16:09:26.490715
34;277;2020-07-12T16:10:13.897365
35;299;2020-07-12T16:11:03.964309
36;265;2020-07-12T16:11:50.697982
37;299;2020-07-12T16:12:37.394105
38;333;2020-07-12T16:13:31.345905
39;346;2020-07-12T16:14:24.947174
40;294;2020-07-12T16:15:13.238586
41;271;2020-07-12T16:15:58.901665
42;287;2020-07-12T16:16:46.361411
43;412;2020-07-12T16:17:49.573149
44;264;2020-07-12T16:18:36.261212
45;271;2020-07-12T16:19:23.716967
46;415;2020-07-12T16:20:27.699112
47;267;2020-07-12T16:21:14.791990
48;274;2020-07-12T16:22:03.073814
49;410;2020-07-12T16:23:03.100408
50;275;2020-07-12T16:23:50.483200
51;271;2020-07-12T16:24:37.728474
52;256;2020-07-12T16:25:23.618467
53;257;2020-07-12T16:26:09.710440
54;444;2020-07-12T16:27:15.567362
55;467;2020-07-12T16:28:25.870112
56;910;2020-07-12T16:30:23.586940
57;904;2020-07-12T16:32:19.312236
58;882;2020-07-12T16:34:15.392761
59;433;2020-07-12T16:35:21.109895
60;432;2020-07-12T16:36:24.806550
61;836;2020-07-12T16:38:14.657678
62;891;2020-07-12T16:40:06.230498
63;860;2020-07-12T16:41:59.359311
64;931;2020-07-12T16:43:59.056556
65;842;2020-07-12T16:45:50.268960
66;874;2020-07-12T16:47:44.596959
67;876;2020-07-12T16:49:37.840020
68;871;2020-07-12T16:51:26.570359
69;875;2020-07-12T16:53:19.443435
