Episode;Reward;Time
0;12;2020-06-17T21:56:46.104150
1;-10;2020-06-17T21:56:47.718695
2;12;2020-06-17T21:56:56.028324
3;-10;2020-06-17T21:56:57.644443
4;42;2020-06-17T21:57:15.129398
5;-10;2020-06-17T21:57:17.606925
6;50;2020-06-17T21:57:45.890421
7;36;2020-06-17T21:58:09.746370
8;28;2020-06-17T21:58:31.321137
9;21;2020-06-17T21:58:50.625997
10;12;2020-06-17T21:59:07.139534
11;18;2020-06-17T21:59:25.661254
12;16;2020-06-17T21:59:43.468608
13;19;2020-06-17T22:00:02.214360
14;32;2020-06-17T22:00:25.014031
15;56;2020-06-17T22:00:55.183955
16;23;2020-06-17T22:01:15.249591
17;13;2020-06-17T22:01:32.096992
18;10;2020-06-17T22:01:48.143080
19;11;2020-06-17T22:02:04.458349
