Episode;Reward;Time
0;78;2020-07-13T02:31:59.882583
1;158;2020-07-13T02:32:21.144144
2;68;2020-07-13T02:32:32.654002
3;80;2020-07-13T02:32:45.505963
4;113;2020-07-13T02:33:01.853896
5;71;2020-07-13T02:33:13.959740
6;50;2020-07-13T02:33:51.387124
7;140;2020-07-13T02:34:38.297314
8;63;2020-07-13T02:35:12.049301
9;95;2020-07-13T02:35:49.852935
10;75;2020-07-13T02:36:30.453516
11;131;2020-07-13T02:37:16.186077
12;95;2020-07-13T02:37:58.688262
13;106;2020-07-13T02:38:40.897260
14;135;2020-07-13T02:39:25.261822
15;118;2020-07-13T02:40:08.519063
16;84;2020-07-13T02:40:48.089951
17;183;2020-07-13T02:41:31.438540
18;64;2020-07-13T02:42:01.370860
19;65;2020-07-13T02:42:36.082747
20;74;2020-07-13T02:43:13.084233
21;57;2020-07-13T02:43:51.004004
22;63;2020-07-13T02:44:24.527169
23;64;2020-07-13T02:44:59.514198
24;64;2020-07-13T02:45:38.861849
25;54;2020-07-13T02:46:15.954967
26;65;2020-07-13T02:46:53.725478
27;67;2020-07-13T02:47:29.542499
28;237;2020-07-13T02:48:27.370344
29;312;2020-07-13T02:49:33.768898
30;524;2020-07-13T02:50:59.294393
31;514;2020-07-13T02:52:26.820534
32;312;2020-07-13T02:53:29.051811
33;544;2020-07-13T02:55:01.477473
34;541;2020-07-13T02:56:33.439566
35;280;2020-07-13T02:57:21.706186
36;275;2020-07-13T02:58:21.533376
37;277;2020-07-13T02:59:22.974979
38;293;2020-07-13T03:00:27.547044
39;524;2020-07-13T03:01:55.428250
40;277;2020-07-13T03:02:51.979098
41;274;2020-07-13T03:03:51.400825
42;287;2020-07-13T03:04:55.309883
43;297;2020-07-13T03:06:00.358819
44;301;2020-07-13T03:06:58.114634
45;521;2020-07-13T03:08:27.995718
46;291;2020-07-13T03:09:32.328561
47;517;2020-07-13T03:11:00.401805
48;524;2020-07-13T03:12:24.605192
49;532;2020-07-13T03:13:51.197630
