Episode;Reward;Time
0;126;2020-07-13T07:20:19.646101
1;97;2020-07-13T07:20:34.347076
2;60;2020-07-13T07:20:45.104277
3;80;2020-07-13T07:20:58.031793
4;76;2020-07-13T07:21:10.561136
5;143;2020-07-13T07:21:30.657189
6;193;2020-07-13T07:22:26.345799
7;71;2020-07-13T07:23:07.025413
8;69;2020-07-13T07:23:39.769217
9;87;2020-07-13T07:24:17.744167
10;90;2020-07-13T07:24:51.894840
11;120;2020-07-13T07:25:32.138128
12;69;2020-07-13T07:26:09.595631
13;143;2020-07-13T07:26:56.917501
14;99;2020-07-13T07:27:39.456888
15;118;2020-07-13T07:28:19.357929
16;101;2020-07-13T07:29:02.973669
17;54;2020-07-13T07:29:34.647022
18;118;2020-07-13T07:30:15.625384
19;64;2020-07-13T07:30:53.292572
20;68;2020-07-13T07:31:35.156286
21;62;2020-07-13T07:32:16.394759
22;55;2020-07-13T07:32:53.714971
23;53;2020-07-13T07:33:31.473227
24;58;2020-07-13T07:34:11.358529
25;58;2020-07-13T07:34:51.322804
26;66;2020-07-13T07:35:31.372567
27;68;2020-07-13T07:36:13.077902
28;96;2020-07-13T07:36:58.241229
29;261;2020-07-13T07:37:52.670936
30;304;2020-07-13T07:38:54.398842
31;526;2020-07-13T07:40:16.630960
32;710;2020-07-13T07:42:00.027499
33;1000;2020-07-13T07:44:15.351868
34;555;2020-07-13T07:45:49.503347
35;187;2020-07-13T07:46:40.688468
36;100;2020-07-13T07:47:24.718938
37;701;2020-07-13T07:49:08.672178
38;686;2020-07-13T07:50:47.231324
39;679;2020-07-13T07:52:36.390650
40;701;2020-07-13T07:54:28.352870
41;529;2020-07-13T07:56:01.229759
42;1000;2020-07-13T07:58:21.557804
43;515;2020-07-13T07:59:43.771967
44;691;2020-07-13T08:01:34.502067
45;697;2020-07-13T08:03:15.816621
46;685;2020-07-13T08:05:05.979494
47;499;2020-07-13T08:06:30.813062
48;691;2020-07-13T08:08:14.102172
49;1000;2020-07-13T08:10:30.726656
