Episode;Reward;Time
0;109;2020-07-13T05:09:45.919076
1;74;2020-07-13T05:09:58.125498
2;129;2020-07-13T05:10:16.291555
3;94;2020-07-13T05:10:30.661401
4;162;2020-07-13T05:10:52.479749
5;193;2020-07-13T05:11:18.073521
6;66;2020-07-13T05:11:56.481500
7;99;2020-07-13T05:12:36.499590
8;124;2020-07-13T05:13:16.464262
9;68;2020-07-13T05:13:53.317291
10;81;2020-07-13T05:14:32.082124
11;143;2020-07-13T05:15:21.162935
12;145;2020-07-13T05:16:07.233045
13;168;2020-07-13T05:16:58.014132
14;121;2020-07-13T05:17:41.380847
15;187;2020-07-13T05:18:28.971092
16;203;2020-07-13T05:19:18.403456
17;89;2020-07-13T05:19:57.636455
18;80;2020-07-13T05:20:37.281211
19;58;2020-07-13T05:21:10.963232
20;59;2020-07-13T05:21:50.673015
21;69;2020-07-13T05:22:26.991504
22;57;2020-07-13T05:23:06.315460
23;57;2020-07-13T05:23:46.231059
24;64;2020-07-13T05:24:17.297499
25;64;2020-07-13T05:24:54.464193
26;52;2020-07-13T05:25:33.892097
27;54;2020-07-13T05:26:13.189471
28;61;2020-07-13T05:26:52.989003
29;58;2020-07-13T05:27:32.943867
30;88;2020-07-13T05:28:09.682635
31;259;2020-07-13T05:29:07.794729
32;257;2020-07-13T05:30:05.217281
33;281;2020-07-13T05:31:05.160060
34;276;2020-07-13T05:32:01.115304
35;278;2020-07-13T05:33:01.464183
36;281;2020-07-13T05:34:05.207340
37;274;2020-07-13T05:35:07.475446
38;267;2020-07-13T05:36:08.805634
39;266;2020-07-13T05:37:12.247860
40;269;2020-07-13T05:38:15.688521
41;515;2020-07-13T05:39:46.572469
42;282;2020-07-13T05:40:44.431057
43;513;2020-07-13T05:42:15.274451
44;518;2020-07-13T05:43:45.496818
45;517;2020-07-13T05:45:16.381581
46;587;2020-07-13T05:46:55.028233
47;1000;2020-07-13T05:49:15.854364
48;1000;2020-07-13T05:51:34.732439
49;589;2020-07-13T05:53:13.550860
