Episode;Reward;Time
0;105;2020-07-13T06:32:32.198567
1;110;2020-07-13T06:32:48.306243
2;82;2020-07-13T06:33:01.373922
3;169;2020-07-13T06:33:23.798031
4;148;2020-07-13T06:33:44.098775
5;180;2020-07-13T06:34:08.283670
6;111;2020-07-13T06:34:52.330337
7;129;2020-07-13T06:35:40.737384
8;128;2020-07-13T06:36:24.668448
9;114;2020-07-13T06:37:10.596539
10;74;2020-07-13T06:37:41.842034
11;182;2020-07-13T06:38:23.477409
12;81;2020-07-13T06:39:01.396159
13;134;2020-07-13T06:39:48.326373
14;204;2020-07-13T06:40:41.226564
15;118;2020-07-13T06:41:28.542601
16;84;2020-07-13T06:42:10.802614
17;83;2020-07-13T06:42:51.117450
18;82;2020-07-13T06:43:29.098641
19;173;2020-07-13T06:44:18.024575
20;73;2020-07-13T06:44:57.035101
21;77;2020-07-13T06:45:36.089020
22;63;2020-07-13T06:46:07.982751
23;54;2020-07-13T06:46:45.072737
24;69;2020-07-13T06:47:17.189631
25;58;2020-07-13T06:47:54.522955
26;51;2020-07-13T06:48:34.055603
27;69;2020-07-13T06:49:13.746491
28;61;2020-07-13T06:49:53.497493
29;55;2020-07-13T06:50:33.323010
30;57;2020-07-13T06:51:07.356535
31;79;2020-07-13T06:51:42.945563
32;266;2020-07-13T06:52:41.940696
33;527;2020-07-13T06:54:14.299969
34;541;2020-07-13T06:55:43.276884
35;1000;2020-07-13T06:58:06.516207
36;548;2020-07-13T06:59:41.685180
37;525;2020-07-13T07:01:10.881828
38;1000;2020-07-13T07:03:34.289283
39;541;2020-07-13T07:05:08.397550
40;289;2020-07-13T07:06:14.819990
41;286;2020-07-13T07:07:20.951267
42;520;2020-07-13T07:08:52.076046
43;302;2020-07-13T07:09:54.214016
44;528;2020-07-13T07:11:19.032382
45;469;2020-07-13T07:12:34.193741
46;672;2020-07-13T07:14:20.366703
47;679;2020-07-13T07:16:09.488959
48;330;2020-07-13T07:17:19.957251
49;963;2020-07-13T07:19:38.039926
