Episode;Reward;Time
0;22;2020-07-12T11:20:25.729481
1;24;2020-07-12T11:20:38.042468
2;55;2020-07-12T11:20:52.795481
3;25;2020-07-12T11:21:11.313389
4;24;2020-07-12T11:21:22.951677
5;17;2020-07-12T11:21:34.958911
6;24;2020-07-12T11:21:55.254230
7;35;2020-07-12T11:22:14.635090
8;24;2020-07-12T11:22:33.377558
9;28;2020-07-12T11:22:53.256142
10;41;2020-07-12T11:23:13.544178
11;26;2020-07-12T11:23:33.360867
12;34;2020-07-12T11:23:53.843633
13;31;2020-07-12T11:24:12.670954
14;28;2020-07-12T11:24:26.654352
15;58;2020-07-12T11:24:47.619062
16;59;2020-07-12T11:25:10.730314
17;25;2020-07-12T11:25:30.824122
18;64;2020-07-12T11:25:54.562770
19;41;2020-07-12T11:26:15.239906
20;47;2020-07-12T11:26:36.823918
21;47;2020-07-12T11:26:58.370196
22;56;2020-07-12T11:27:20.874795
23;53;2020-07-12T11:27:43.278999
24;42;2020-07-12T11:28:04.151490
25;43;2020-07-12T11:28:25.157414
26;25;2020-07-12T11:28:44.097481
27;45;2020-07-12T11:29:05.488247
28;52;2020-07-12T11:29:27.504691
29;54;2020-07-12T11:29:49.358397
30;49;2020-07-12T11:30:11.864102
31;51;2020-07-12T11:30:33.712528
32;51;2020-07-12T11:30:55.988441
33;52;2020-07-12T11:31:18.027814
34;46;2020-07-12T11:31:39.598076
35;95;2020-07-12T11:32:06.456513
36;68;2020-07-12T11:32:30.434105
37;45;2020-07-12T11:32:53.456462
38;104;2020-07-12T11:33:21.066865
39;86;2020-07-12T11:33:50.330046
40;106;2020-07-12T11:34:18.080057
41;103;2020-07-12T11:34:45.811562
42;95;2020-07-12T11:35:12.974294
43;84;2020-07-12T11:35:38.619913
44;102;2020-07-12T11:36:06.503119
45;103;2020-07-12T11:36:34.452250
46;109;2020-07-12T11:37:01.120510
47;111;2020-07-12T11:37:23.534138
48;100;2020-07-12T11:37:52.944031
49;111;2020-07-12T11:38:20.969199
50;101;2020-07-12T11:38:49.514517
51;108;2020-07-12T11:39:17.469024
52;96;2020-07-12T11:39:44.244188
53;116;2020-07-12T11:40:13.612616
54;92;2020-07-12T11:40:39.812803
55;99;2020-07-12T11:41:07.831170
56;100;2020-07-12T11:41:34.915888
57;87;2020-07-12T11:42:00.208476
58;94;2020-07-12T11:42:25.402897
59;120;2020-07-12T11:42:52.206976
60;88;2020-07-12T11:43:18.476435
61;92;2020-07-12T11:43:44.692759
62;92;2020-07-12T11:44:11.302604
63;90;2020-07-12T11:44:37.650575
64;86;2020-07-12T11:45:04.191811
65;91;2020-07-12T11:45:30.481675
66;82;2020-07-12T11:45:56.106043
67;93;2020-07-12T11:46:23.223228
68;93;2020-07-12T11:46:48.953490
69;92;2020-07-12T11:47:15.364082
