Episode;Reward;Time
0;46;2020-07-11T23:11:29.993053
1;106;2020-07-11T23:12:00.490200
2;29;2020-07-11T23:12:20.135881
3;69;2020-07-11T23:12:39.698594
4;26;2020-07-11T23:12:54.472536
5;26;2020-07-11T23:13:05.931613
6;34;2020-07-11T23:13:24.722009
7;28;2020-07-11T23:13:42.558437
8;22;2020-07-11T23:14:00.353014
9;60;2020-07-11T23:14:21.547217
10;31;2020-07-11T23:14:41.328736
11;52;2020-07-11T23:15:02.429981
12;16;2020-07-11T23:15:19.634479
13;48;2020-07-11T23:15:38.795171
14;32;2020-07-11T23:15:56.815109
15;61;2020-07-11T23:16:16.485877
16;46;2020-07-11T23:16:37.186659
17;47;2020-07-11T23:17:07.621413
18;52;2020-07-11T23:17:28.105356
19;50;2020-07-11T23:18:00.628756
20;28;2020-07-11T23:18:19.009775
21;25;2020-07-11T23:18:46.202548
22;25;2020-07-11T23:19:05.350139
23;27;2020-07-11T23:19:23.156780
24;58;2020-07-11T23:19:43.939050
25;55;2020-07-11T23:20:06.993721
26;70;2020-07-11T23:20:28.899937
27;59;2020-07-11T23:20:51.682909
28;61;2020-07-11T23:21:14.309034
29;27;2020-07-11T23:21:32.769665
30;29;2020-07-11T23:21:50.894456
31;28;2020-07-11T23:22:09.286613
32;34;2020-07-11T23:22:34.340752
33;58;2020-07-11T23:22:56.606271
34;59;2020-07-11T23:23:17.974608
35;58;2020-07-11T23:23:38.268290
36;64;2020-07-11T23:24:00.865946
37;63;2020-07-11T23:24:22.103093
38;63;2020-07-11T23:24:44.647479
39;68;2020-07-11T23:25:05.825197
40;63;2020-07-11T23:25:28.042713
41;68;2020-07-11T23:25:49.365068
42;61;2020-07-11T23:26:11.210854
43;63;2020-07-11T23:26:37.358835
44;41;2020-07-11T23:26:55.738729
45;40;2020-07-11T23:27:15.468870
46;60;2020-07-11T23:27:37.651738
47;61;2020-07-11T23:27:59.755610
48;66;2020-07-11T23:28:22.036233
49;75;2020-07-11T23:28:42.174932
50;68;2020-07-11T23:29:04.096116
51;234;2020-07-11T23:29:42.456499
52;44;2020-07-11T23:30:05.587695
53;48;2020-07-11T23:30:25.032826
54;46;2020-07-11T23:30:44.533670
55;48;2020-07-11T23:31:03.973392
56;92;2020-07-11T23:31:30.898331
57;28;2020-07-11T23:31:46.408506
58;28;2020-07-11T23:32:05.007576
59;27;2020-07-11T23:32:22.853221
60;27;2020-07-11T23:32:41.440219
61;96;2020-07-11T23:33:07.924329
62;255;2020-07-11T23:33:53.227744
63;500;2020-07-11T23:35:04.240869
64;228;2020-07-11T23:35:43.856712
65;268;2020-07-11T23:36:28.157847
66;178;2020-07-11T23:37:04.232842
67;165;2020-07-11T23:37:38.135120
68;336;2020-07-11T23:38:31.134318
69;94;2020-07-11T23:39:31.233132
70;188;2020-07-11T23:40:19.466666
71;28;2020-07-11T23:43:12.979419
72;160;2020-07-11T23:43:49.517987
73;481;2020-07-11T23:44:58.603483
74;474;2020-07-11T23:46:12.264564
75;341;2020-07-11T23:47:13.682316
76;97;2020-07-11T23:48:55.786145
77;175;2020-07-11T23:49:34.827963
78;175;2020-07-11T23:50:07.576575
79;500;2020-07-11T23:51:17.713087
80;500;2020-07-11T23:52:28.830581
81;500;2020-07-11T23:53:38.441494
82;77;2020-07-11T23:54:24.910419
83;134;2020-07-11T23:54:54.070773
84;500;2020-07-11T23:56:04.422730
85;171;2020-07-11T23:56:38.208247
86;78;2020-07-11T23:57:08.447473
87;378;2020-07-11T23:58:08.165991
88;80;2020-07-11T23:58:35.196575
89;207;2020-07-11T23:59:13.675525
90;125;2020-07-11T23:59:48.699916
91;148;2020-07-12T00:00:19.540868
92;141;2020-07-12T00:00:49.189792
93;123;2020-07-12T00:02:03.069905
94;136;2020-07-12T00:02:33.337784
95;240;2020-07-12T00:03:15.758737
96;223;2020-07-12T00:03:55.580019
97;135;2020-07-12T00:04:24.849619
98;131;2020-07-12T00:04:54.253015
99;136;2020-07-12T00:05:22.633596
