Episode;Reward;Time
0;30;2020-07-12T10:28:59.024887
1;48;2020-07-12T10:29:15.506305
2;70;2020-07-12T10:29:34.633010
3;32;2020-07-12T10:29:52.166200
4;53;2020-07-12T10:30:06.293494
5;26;2020-07-12T10:31:14.084935
6;28;2020-07-12T10:31:33.533960
7;29;2020-07-12T10:31:53.437155
8;36;2020-07-12T10:32:09.129519
9;42;2020-07-12T10:32:30.438642
10;29;2020-07-12T10:33:23.204546
11;50;2020-07-12T10:33:40.669211
12;49;2020-07-12T10:33:59.956147
13;31;2020-07-12T10:34:19.991112
14;37;2020-07-12T10:34:40.594240
15;28;2020-07-12T10:34:59.956586
16;74;2020-07-12T10:35:24.822378
17;63;2020-07-12T10:35:48.558486
18;44;2020-07-12T10:36:05.663196
19;42;2020-07-12T10:36:25.729834
20;38;2020-07-12T10:36:48.226536
21;30;2020-07-12T10:37:07.436487
22;30;2020-07-12T10:37:24.679771
23;44;2020-07-12T10:37:42.041229
24;38;2020-07-12T10:37:56.380490
25;31;2020-07-12T10:38:16.953670
26;16;2020-07-12T10:38:35.059800
27;21;2020-07-12T10:38:53.890541
28;69;2020-07-12T10:39:18.096529
29;76;2020-07-12T10:39:45.192413
30;137;2020-07-12T10:40:16.702735
31;95;2020-07-12T10:40:43.789305
32;86;2020-07-12T10:41:15.746665
33;100;2020-07-12T10:41:43.694084
34;87;2020-07-12T10:42:11.253477
35;106;2020-07-12T10:42:45.693902
36;72;2020-07-12T10:43:10.754191
37;76;2020-07-12T10:43:33.537224
38;78;2020-07-12T10:43:58.649527
39;148;2020-07-12T10:44:31.278996
40;77;2020-07-12T10:44:57.421188
41;112;2020-07-12T10:45:26.022333
42;145;2020-07-12T10:45:59.297204
43;70;2020-07-12T10:46:26.394310
44;145;2020-07-12T10:46:58.141305
45;48;2020-07-12T10:47:20.497825
46;145;2020-07-12T10:47:53.771765
47;144;2020-07-12T10:48:26.247278
48;139;2020-07-12T10:48:57.913521
49;144;2020-07-12T10:49:30.476371
50;167;2020-07-12T10:50:05.723379
51;85;2020-07-12T10:50:32.148561
52;84;2020-07-12T10:50:57.618717
53;95;2020-07-12T10:51:25.145780
54;81;2020-07-12T10:51:50.761649
55;73;2020-07-12T10:52:15.259023
56;156;2020-07-12T10:52:48.990068
57;500;2020-07-12T10:53:54.683814
58;500;2020-07-12T10:55:06.240705
59;282;2020-07-12T10:56:06.841999
60;296;2020-07-12T10:56:56.131896
61;160;2020-07-12T10:57:30.275833
62;191;2020-07-12T10:58:08.010220
63;90;2020-07-12T10:58:34.559755
64;74;2020-07-12T10:58:59.220151
65;72;2020-07-12T10:59:24.381606
66;90;2020-07-12T10:59:49.385243
67;500;2020-07-12T11:01:00.515913
68;93;2020-07-12T11:01:31.672366
69;500;2020-07-12T11:02:39.410724
70;319;2020-07-12T11:03:42.199184
71;93;2020-07-12T11:04:17.585172
72;447;2020-07-12T11:05:23.995805
73;97;2020-07-12T11:05:55.142105
74;500;2020-07-12T11:07:06.828897
75;500;2020-07-12T11:08:29.716061
76;500;2020-07-12T11:10:17.562050
77;500;2020-07-12T11:11:31.293706
78;194;2020-07-12T11:12:09.434385
79;322;2020-07-12T11:13:01.350423
80;500;2020-07-12T11:14:12.409937
81;500;2020-07-12T11:15:20.890299
82;66;2020-07-12T11:16:16.170406
83;500;2020-07-12T11:17:28.207300
84;500;2020-07-12T11:18:40.797781
