Episode;Reward;Time
0;224;2020-07-09T21:58:13.156304
1;190;2020-07-09T21:58:27.965827
2;193;2020-07-09T21:58:42.993705
3;252;2020-07-09T21:59:01.553138
4;242;2020-07-09T21:59:19.183546
5;181;2020-07-09T21:59:34.130298
6;255;2020-07-09T22:00:23.029938
7;286;2020-07-09T22:01:10.986820
8;251;2020-07-09T22:01:57.283631
9;161;2020-07-09T22:02:35.865433
10;156;2020-07-09T22:03:15.594671
11;218;2020-07-09T22:03:57.075580
12;248;2020-07-09T22:04:39.793840
13;275;2020-07-09T22:05:21.396719
14;161;2020-07-09T22:06:02.911649
15;261;2020-07-09T22:06:51.686726
16;210;2020-07-09T22:07:33.982623
17;160;2020-07-09T22:08:16.203766
18;157;2020-07-09T22:08:55.342232
19;182;2020-07-09T22:09:35.049343
20;166;2020-07-09T22:10:15.691342
21;159;2020-07-09T22:10:53.074178
22;187;2020-07-09T22:11:34.028809
23;223;2020-07-09T22:12:19.427788
24;178;2020-07-09T22:13:00.349903
25;184;2020-07-09T22:13:37.760789
26;185;2020-07-09T22:14:18.195171
27;313;2020-07-09T22:15:06.910634
28;274;2020-07-09T22:15:56.662711
29;174;2020-07-09T22:16:40.991699
30;206;2020-07-09T22:17:21.187740
31;225;2020-07-09T22:18:08.679199
32;299;2020-07-09T22:18:53.185596
33;144;2020-07-09T22:19:33.490088
34;223;2020-07-09T22:20:16.949173
35;232;2020-07-09T22:20:57.191071
36;162;2020-07-09T22:21:33.807218
37;243;2020-07-09T22:22:21.426150
38;183;2020-07-09T22:23:05.342277
39;141;2020-07-09T22:23:40.218168
40;199;2020-07-09T22:24:24.828352
41;180;2020-07-09T22:25:02.160700
42;163;2020-07-09T22:25:43.462328
43;168;2020-07-09T22:26:25.609776
44;146;2020-07-09T22:27:05.590625
45;157;2020-07-09T22:27:42.749981
46;173;2020-07-09T22:28:27.026252
47;261;2020-07-09T22:29:12.762184
48;420;2020-07-09T22:30:07.069247
49;965;2020-07-09T22:31:35.860613
50;1000;2020-07-09T22:33:07.021297
51;565;2020-07-09T22:34:14.744138
52;533;2020-07-09T22:35:20.548491
53;529;2020-07-09T22:36:26.295068
54;578;2020-07-09T22:37:33.353112
55;894;2020-07-09T22:38:57.132284
56;619;2020-07-09T22:40:06.103171
57;1000;2020-07-09T22:41:38.763929
58;614;2020-07-09T22:42:48.497227
59;591;2020-07-09T22:43:52.485356
60;516;2020-07-09T22:44:57.100012
61;593;2020-07-09T22:46:01.697595
62;1000;2020-07-09T22:47:31.210391
63;1000;2020-07-09T22:49:02.039385
64;603;2020-07-09T22:50:04.186258
65;348;2020-07-09T22:50:53.873657
66;1000;2020-07-09T22:52:26.187433
67;406;2020-07-09T22:53:21.650176
68;412;2020-07-09T22:54:16.405362
69;358;2020-07-09T22:55:09.920959
