Episode;Reward;Time
0;216;2020-07-09T23:43:03.659334
1;165;2020-07-09T23:43:16.862640
2;172;2020-07-09T23:43:30.490665
3;267;2020-07-09T23:43:49.628972
4;238;2020-07-09T23:44:07.069687
5;226;2020-07-09T23:44:24.608512
6;163;2020-07-09T23:45:07.442014
7;183;2020-07-09T23:45:50.814184
8;170;2020-07-09T23:46:32.604035
9;261;2020-07-09T23:47:20.484509
10;147;2020-07-09T23:48:02.494758
11;307;2020-07-09T23:48:51.615195
12;237;2020-07-09T23:49:38.502986
13;165;2020-07-09T23:50:18.058420
14;205;2020-07-09T23:51:01.420061
15;273;2020-07-09T23:51:48.964756
16;446;2020-07-09T23:52:45.089105
17;239;2020-07-09T23:53:33.924591
18;205;2020-07-09T23:54:19.050216
19;148;2020-07-09T23:54:57.879666
20;134;2020-07-09T23:55:34.420927
21;145;2020-07-09T23:56:15.854019
22;229;2020-07-09T23:57:02.155303
23;180;2020-07-09T23:57:39.419780
24;128;2020-07-09T23:58:20.594610
25;152;2020-07-09T23:59:03.576561
26;107;2020-07-09T23:59:40.920380
27;147;2020-07-10T00:00:16.768509
28;87;2020-07-10T00:00:51.037297
29;95;2020-07-10T00:01:25.633868
30;97;2020-07-10T00:01:56.703187
31;167;2020-07-10T00:02:38.682760
32;101;2020-07-10T00:03:17.839043
33;94;2020-07-10T00:03:56.421644
34;101;2020-07-10T00:04:33.136622
35;150;2020-07-10T00:05:16.129808
36;238;2020-07-10T00:06:00.226779
37;304;2020-07-10T00:06:52.704754
38;470;2020-07-10T00:07:55.173731
39;474;2020-07-10T00:08:57.358262
40;551;2020-07-10T00:10:05.182405
41;316;2020-07-10T00:10:47.550394
42;549;2020-07-10T00:11:55.410533
43;538;2020-07-10T00:13:00.814861
44;897;2020-07-10T00:14:29.226262
45;573;2020-07-10T00:15:34.843781
46;582;2020-07-10T00:16:44.015366
47;534;2020-07-10T00:17:50.635076
48;528;2020-07-10T00:18:56.047436
49;556;2020-07-10T00:20:03.728451
50;540;2020-07-10T00:21:09.662269
51;553;2020-07-10T00:22:17.615964
52;548;2020-07-10T00:23:19.751071
53;520;2020-07-10T00:24:15.971423
54;534;2020-07-10T00:25:21.777179
55;538;2020-07-10T00:26:25.461710
56;536;2020-07-10T00:27:32.527158
57;574;2020-07-10T00:28:34.744986
58;562;2020-07-10T00:29:39.224839
59;525;2020-07-10T00:30:44.917115
60;905;2020-07-10T00:32:10.069652
61;562;2020-07-10T00:33:16.495814
62;897;2020-07-10T00:34:40.520359
63;905;2020-07-10T00:36:06.501750
64;904;2020-07-10T00:37:32.641544
65;917;2020-07-10T00:38:59.966431
66;926;2020-07-10T00:40:30.955355
67;957;2020-07-10T00:42:02.660066
68;954;2020-07-10T00:43:33.409975
69;950;2020-07-10T00:45:05.551594
