Episode;Reward;Time
0;220;2020-07-09T20:51:22.418198
1;206;2020-07-09T20:51:38.093688
2;257;2020-07-09T20:51:56.780693
3;233;2020-07-09T20:52:14.028244
4;271;2020-07-09T20:52:33.408277
5;230;2020-07-09T20:52:51.397424
6;194;2020-07-09T20:53:31.018580
7;232;2020-07-09T20:54:13.963919
8;135;2020-07-09T20:54:53.804237
9;196;2020-07-09T20:55:35.614115
10;228;2020-07-09T20:56:22.629264
11;240;2020-07-09T20:57:09.513249
12;284;2020-07-09T20:57:51.179693
13;201;2020-07-09T20:58:31.327797
14;280;2020-07-09T20:59:12.401277
15;286;2020-07-09T21:00:00.290741
16;179;2020-07-09T21:00:34.478296
17;142;2020-07-09T21:01:15.154385
18;161;2020-07-09T21:01:56.900187
19;269;2020-07-09T21:02:38.846488
20;190;2020-07-09T21:03:15.883373
21;141;2020-07-09T21:03:57.073728
22;150;2020-07-09T21:04:39.129755
23;288;2020-07-09T21:05:29.840719
24;170;2020-07-09T21:06:12.151138
25;202;2020-07-09T21:06:57.859196
26;271;2020-07-09T21:07:47.489067
27;215;2020-07-09T21:08:33.286398
28;225;2020-07-09T21:09:19.968814
29;257;2020-07-09T21:10:06.419132
30;191;2020-07-09T21:10:41.874160
31;250;2020-07-09T21:11:18.189263
32;181;2020-07-09T21:11:51.778361
33;202;2020-07-09T21:12:36.549121
34;295;2020-07-09T21:13:27.714487
35;205;2020-07-09T21:14:02.712964
36;264;2020-07-09T21:14:49.520626
37;284;2020-07-09T21:15:34.274011
38;234;2020-07-09T21:16:19.989256
39;193;2020-07-09T21:17:00.202981
40;141;2020-07-09T21:17:34.200039
41;376;2020-07-09T21:18:27.824486
42;683;2020-07-09T21:19:38.160376
43;188;2020-07-09T21:20:20.528656
44;839;2020-07-09T21:21:44.988058
45;704;2020-07-09T21:22:59.507192
46;1000;2020-07-09T21:24:33.805572
47;906;2020-07-09T21:26:03.263726
48;1000;2020-07-09T21:27:34.995553
49;963;2020-07-09T21:29:07.370077
50;1000;2020-07-09T21:30:37.649594
51;1000;2020-07-09T21:32:01.903460
52;1000;2020-07-09T21:33:35.726693
53;1000;2020-07-09T21:35:07.463902
54;987;2020-07-09T21:36:35.695576
55;949;2020-07-09T21:38:05.208675
56;1000;2020-07-09T21:39:38.322611
57;394;2020-07-09T21:40:34.882096
58;916;2020-07-09T21:42:04.425070
59;1000;2020-07-09T21:43:32.559774
60;1000;2020-07-09T21:45:05.811159
61;905;2020-07-09T21:46:29.495033
62;901;2020-07-09T21:47:57.280502
63;938;2020-07-09T21:49:27.761717
64;931;2020-07-09T21:50:49.786258
65;359;2020-07-09T21:51:43.731070
66;1000;2020-07-09T21:53:14.662942
67;794;2020-07-09T21:54:36.378595
68;965;2020-07-09T21:56:07.520641
69;793;2020-07-09T21:57:26.657726
