Episode;Reward;Time
0;160;2020-07-09T19:39:50.578286
1;311;2020-07-09T19:40:12.468400
2;338;2020-07-09T19:40:35.727150
3;232;2020-07-09T19:40:53.006532
4;205;2020-07-09T19:41:08.559833
5;197;2020-07-09T19:41:24.536442
6;297;2020-07-09T19:42:14.845449
7;251;2020-07-09T19:42:56.684379
8;249;2020-07-09T19:43:44.066793
9;183;2020-07-09T19:44:26.876600
10;182;2020-07-09T19:45:09.981354
11;191;2020-07-09T19:45:53.833042
12;172;2020-07-09T19:46:35.380435
13;183;2020-07-09T19:47:19.397137
14;194;2020-07-09T19:48:03.897343
15;168;2020-07-09T19:48:47.015265
16;194;2020-07-09T19:49:29.631291
17;142;2020-07-09T19:50:09.048555
18;172;2020-07-09T19:50:43.071022
19;128;2020-07-09T19:51:22.463975
20;156;2020-07-09T19:52:05.132364
21;259;2020-07-09T19:52:53.321347
22;266;2020-07-09T19:53:38.439071
23;129;2020-07-09T19:54:15.164889
24;114;2020-07-09T19:54:54.377419
25;100;2020-07-09T19:55:29.039816
26;110;2020-07-09T19:56:08.062891
27;103;2020-07-09T19:56:46.595396
28;108;2020-07-09T19:57:26.205933
29;111;2020-07-09T19:57:59.215286
30;126;2020-07-09T19:58:37.472508
31;230;2020-07-09T19:59:17.552746
32;89;2020-07-09T19:59:55.960671
33;323;2020-07-09T20:00:47.986722
34;262;2020-07-09T20:01:32.477305
35;304;2020-07-09T20:02:23.961378
36;244;2020-07-09T20:03:12.132527
37;416;2020-07-09T20:04:01.767539
38;393;2020-07-09T20:04:57.558342
39;583;2020-07-09T20:06:05.946673
40;745;2020-07-09T20:07:24.100603
41;708;2020-07-09T20:08:39.790762
42;855;2020-07-09T20:09:55.853033
43;853;2020-07-09T20:11:17.645729
44;1000;2020-07-09T20:12:47.692894
45;958;2020-07-09T20:14:19.193489
46;1000;2020-07-09T20:15:51.343053
47;1000;2020-07-09T20:17:25.017708
48;1000;2020-07-09T20:18:58.294065
49;1000;2020-07-09T20:20:31.501100
50;1000;2020-07-09T20:22:04.728207
51;1000;2020-07-09T20:23:38.492904
52;1000;2020-07-09T20:25:11.783975
53;1000;2020-07-09T20:26:44.927350
54;1000;2020-07-09T20:28:18.429386
55;1000;2020-07-09T20:29:50.528657
56;1000;2020-07-09T20:31:24.011099
57;1000;2020-07-09T20:32:49.445219
58;1000;2020-07-09T20:34:22.108876
59;853;2020-07-09T20:35:44.424827
60;1000;2020-07-09T20:37:14.596212
61;1000;2020-07-09T20:38:48.148764
62;1000;2020-07-09T20:40:20.850295
63;1000;2020-07-09T20:41:48.367606
64;1000;2020-07-09T20:43:19.637866
65;1000;2020-07-09T20:44:51.296513
66;1000;2020-07-09T20:46:19.614652
67;1000;2020-07-09T20:47:52.854259
68;881;2020-07-09T20:49:18.097058
69;904;2020-07-09T20:50:38.352197
