Episode;Reward;Time
0;311;2020-07-10T00:45:53.544570
1;271;2020-07-10T00:46:12.926050
2;232;2020-07-10T00:46:30.030143
3;195;2020-07-10T00:46:44.996415
4;337;2020-07-10T00:47:08.188596
5;132;2020-07-10T00:47:19.973210
6;201;2020-07-10T00:48:04.838199
7;178;2020-07-10T00:48:43.511373
8;241;2020-07-10T00:49:25.201224
9;238;2020-07-10T00:50:09.502959
10;169;2020-07-10T00:50:54.205493
11;174;2020-07-10T00:51:39.125395
12;240;2020-07-10T00:52:25.620535
13;278;2020-07-10T00:53:15.528746
14;136;2020-07-10T00:53:54.658550
15;134;2020-07-10T00:54:36.091741
16;147;2020-07-10T00:55:16.764544
17;130;2020-07-10T00:55:50.567103
18;236;2020-07-10T00:56:38.777387
19;184;2020-07-10T00:57:23.535867
20;225;2020-07-10T00:58:11.466755
21;222;2020-07-10T00:58:59.002305
22;103;2020-07-10T00:59:34.663517
23;189;2020-07-10T01:00:18.841503
24;138;2020-07-10T01:00:56.862692
25;108;2020-07-10T01:01:32.693419
26;139;2020-07-10T01:02:06.700438
27;94;2020-07-10T01:02:39.237580
28;118;2020-07-10T01:03:20.465785
29;101;2020-07-10T01:03:59.203653
30;102;2020-07-10T01:04:38.133312
31;105;2020-07-10T01:05:18.696611
32;115;2020-07-10T01:05:59.855806
33;152;2020-07-10T01:06:40.938707
34;139;2020-07-10T01:07:14.095085
35;145;2020-07-10T01:07:56.855510
36;425;2020-07-10T01:08:55.896368
37;444;2020-07-10T01:09:47.862127
38;386;2020-07-10T01:10:36.343168
39;456;2020-07-10T01:11:24.805426
40;535;2020-07-10T01:12:31.548951
41;602;2020-07-10T01:13:40.823202
42;556;2020-07-10T01:14:39.688093
43;542;2020-07-10T01:15:39.071211
44;532;2020-07-10T01:16:39.979253
45;559;2020-07-10T01:17:48.394571
46;547;2020-07-10T01:18:56.198248
47;1000;2020-07-10T01:20:30.870958
48;1000;2020-07-10T01:22:03.141583
49;577;2020-07-10T01:23:11.667909
50;1000;2020-07-10T01:24:43.011176
51;1000;2020-07-10T01:26:15.059229
52;1000;2020-07-10T01:27:46.793130
53;1000;2020-07-10T01:29:19.169303
54;1000;2020-07-10T01:30:45.344512
55;983;2020-07-10T01:32:19.679479
56;1000;2020-07-10T01:33:54.659894
57;369;2020-07-10T01:34:51.159733
58;1000;2020-07-10T01:36:22.362685
59;1000;2020-07-10T01:37:52.298464
60;922;2020-07-10T01:39:14.822890
61;884;2020-07-10T01:40:42.600488
62;858;2020-07-10T01:42:03.915172
63;1000;2020-07-10T01:43:33.498382
64;870;2020-07-10T01:45:00.800572
65;907;2020-07-10T01:46:28.397038
66;870;2020-07-10T01:47:47.320064
67;1000;2020-07-10T01:49:21.622972
68;342;2020-07-10T01:50:15.233599
69;376;2020-07-10T01:51:06.975652
