Episode;Reward;Time
0;257;2020-07-09T22:55:54.217487
1;214;2020-07-09T22:56:10.245482
2;151;2020-07-09T22:56:22.621585
3;176;2020-07-09T22:56:36.423152
4;232;2020-07-09T22:56:53.466471
5;158;2020-07-09T22:57:06.884502
6;196;2020-07-09T22:57:50.998732
7;259;2020-07-09T22:58:35.830408
8;196;2020-07-09T22:59:18.384583
9;313;2020-07-09T23:00:04.595831
10;210;2020-07-09T23:00:46.156667
11;120;2020-07-09T23:01:24.486814
12;227;2020-07-09T23:02:06.585847
13;157;2020-07-09T23:02:43.307606
14;256;2020-07-09T23:03:31.548463
15;157;2020-07-09T23:04:14.829554
16;234;2020-07-09T23:04:55.178273
17;327;2020-07-09T23:05:45.859392
18;155;2020-07-09T23:06:23.618419
19;121;2020-07-09T23:06:59.804472
20;131;2020-07-09T23:07:33.216675
21;99;2020-07-09T23:08:06.634772
22;105;2020-07-09T23:08:39.907970
23;100;2020-07-09T23:09:14.693696
24;89;2020-07-09T23:09:53.477200
25;104;2020-07-09T23:10:28.905506
26;106;2020-07-09T23:11:01.324928
27;107;2020-07-09T23:11:29.820964
28;118;2020-07-09T23:12:00.753740
29;111;2020-07-09T23:12:37.680335
30;104;2020-07-09T23:13:14.700996
31;151;2020-07-09T23:13:56.049487
32;132;2020-07-09T23:14:37.741209
33;206;2020-07-09T23:15:23.566852
34;341;2020-07-09T23:16:17.927350
35;211;2020-07-09T23:16:58.142191
36;269;2020-07-09T23:17:46.742704
37;160;2020-07-09T23:18:29.899280
38;148;2020-07-09T23:19:12.603710
39;103;2020-07-09T23:19:48.368370
40;105;2020-07-09T23:20:25.661195
41;93;2020-07-09T23:21:04.922186
42;110;2020-07-09T23:21:40.143352
43;120;2020-07-09T23:22:15.190739
44;93;2020-07-09T23:22:54.129494
45;96;2020-07-09T23:23:31.013903
46;95;2020-07-09T23:24:04.274968
47;129;2020-07-09T23:24:44.618108
48;146;2020-07-09T23:25:24.588688
49;246;2020-07-09T23:26:11.485909
50;320;2020-07-09T23:27:02.535586
51;331;2020-07-09T23:27:55.250511
52;251;2020-07-09T23:28:42.040871
53;193;2020-07-09T23:29:25.922547
54;388;2020-07-09T23:30:22.283951
55;209;2020-07-09T23:30:56.696185
56;252;2020-07-09T23:31:36.793673
57;458;2020-07-09T23:32:32.097252
58;401;2020-07-09T23:33:29.927406
59;241;2020-07-09T23:34:16.025507
60;280;2020-07-09T23:35:05.185992
61;249;2020-07-09T23:35:53.419355
62;255;2020-07-09T23:36:39.724542
63;215;2020-07-09T23:37:23.999009
64;293;2020-07-09T23:38:14.466135
65;323;2020-07-09T23:39:06.990809
66;237;2020-07-09T23:39:54.982401
67;262;2020-07-09T23:40:41.749265
68;256;2020-07-09T23:41:27.925138
69;354;2020-07-09T23:42:19.509847
