Episode;Reward;Time
0;148;2020-07-12T11:10:13.906704
1;125;2020-07-12T11:10:31.721149
2;85;2020-07-12T11:10:45.093876
3;87;2020-07-12T11:10:58.652874
4;96;2020-07-12T11:11:13.173957
5;119;2020-07-12T11:11:30.686983
6;144;2020-07-12T11:12:15.582605
7;100;2020-07-12T11:12:55.680510
8;103;2020-07-12T11:13:35.698969
9;149;2020-07-12T11:14:21.228871
10;103;2020-07-12T11:15:00.313618
11;90;2020-07-12T11:15:35.402185
12;80;2020-07-12T11:16:12.866796
13;63;2020-07-12T11:16:48.961305
14;69;2020-07-12T11:17:25.449531
15;115;2020-07-12T11:18:07.527534
16;240;2020-07-12T11:19:02.946323
17;80;2020-07-12T11:19:39.346082
18;70;2020-07-12T11:20:15.696408
19;76;2020-07-12T11:20:52.528185
20;68;2020-07-12T11:21:28.613469
21;60;2020-07-12T11:21:59.057311
22;67;2020-07-12T11:22:34.750261
23;55;2020-07-12T11:23:10.106465
24;61;2020-07-12T11:23:46.313834
25;63;2020-07-12T11:24:21.935428
26;72;2020-07-12T11:24:57.714250
27;64;2020-07-12T11:25:30.195835
28;271;2020-07-12T11:26:28.904049
29;242;2020-07-12T11:27:24.405183
30;290;2020-07-12T11:28:25.477894
31;500;2020-07-12T11:29:48.457958
32;500;2020-07-12T11:31:11.366085
33;295;2020-07-12T11:32:12.754807
34;293;2020-07-12T11:33:13.429869
35;500;2020-07-12T11:34:37.843169
36;500;2020-07-12T11:35:56.501503
37;500;2020-07-12T11:37:19.695696
38;294;2020-07-12T11:38:20.131679
39;500;2020-07-12T11:39:43.421832
40;289;2020-07-12T11:40:42.691668
41;272;2020-07-12T11:41:30.278601
42;287;2020-07-12T11:42:30.864012
43;308;2020-07-12T11:43:34.006874
44;289;2020-07-12T11:44:34.122371
45;500;2020-07-12T11:45:57.150403
46;500;2020-07-12T11:47:16.642922
47;500;2020-07-12T11:48:29.108338
48;500;2020-07-12T11:49:52.536231
49;500;2020-07-12T11:51:15.687161
50;500;2020-07-12T11:52:36.288468
51;500;2020-07-12T11:53:59.758555
52;500;2020-07-12T11:55:23.206248
53;500;2020-07-12T11:56:46.019026
54;299;2020-07-12T11:57:48.070940
55;500;2020-07-12T11:59:07.114403
56;500;2020-07-12T12:00:22.251376
57;500;2020-07-12T12:01:43.831457
58;288;2020-07-12T12:02:45.122145
59;500;2020-07-12T12:04:03.857912
60;289;2020-07-12T12:05:05.226841
61;500;2020-07-12T12:06:28.234830
62;286;2020-07-12T12:07:29.218755
63;500;2020-07-12T12:08:51.812844
64;500;2020-07-12T12:10:07.565937
65;284;2020-07-12T12:11:07.964103
66;294;2020-07-12T12:12:05.174270
67;280;2020-07-12T12:13:05.082009
68;293;2020-07-12T12:14:06.117696
69;500;2020-07-12T12:15:28.922714
