Episode;Reward;Time
0;56;2020-07-12T09:08:45.878655
1;114;2020-07-12T09:09:02.264804
2;82;2020-07-12T09:09:15.226905
3;101;2020-07-12T09:09:30.216087
4;84;2020-07-12T09:09:43.389337
5;91;2020-07-12T09:09:58.145332
6;88;2020-07-12T09:10:36.474443
7;75;2020-07-12T09:11:13.332473
8;95;2020-07-12T09:11:52.404825
9;116;2020-07-12T09:12:33.791259
10;133;2020-07-12T09:13:16.977664
11;263;2020-07-12T09:14:14.756063
12;58;2020-07-12T09:14:50.594984
13;61;2020-07-12T09:15:26.611642
14;150;2020-07-12T09:16:11.748862
15;87;2020-07-12T09:16:49.987547
16;91;2020-07-12T09:17:28.327163
17;72;2020-07-12T09:18:04.816075
18;106;2020-07-12T09:18:44.925325
19;97;2020-07-12T09:19:24.183643
20;78;2020-07-12T09:20:01.185686
21;83;2020-07-12T09:20:38.475527
22;83;2020-07-12T09:21:16.255681
23;80;2020-07-12T09:21:53.667746
24;77;2020-07-12T09:22:30.860060
25;53;2020-07-12T09:23:02.350374
26;64;2020-07-12T09:23:35.874062
27;78;2020-07-12T09:24:09.336362
28;73;2020-07-12T09:24:46.030078
29;112;2020-07-12T09:25:22.528673
30;256;2020-07-12T09:26:06.625466
31;281;2020-07-12T09:26:53.422762
32;258;2020-07-12T09:27:45.321814
33;263;2020-07-12T09:28:43.025132
34;264;2020-07-12T09:29:40.727520
35;267;2020-07-12T09:30:38.613423
36;275;2020-07-12T09:31:37.350030
37;273;2020-07-12T09:32:35.881655
38;279;2020-07-12T09:33:35.108808
39;279;2020-07-12T09:34:34.293062
40;279;2020-07-12T09:35:23.810394
41;281;2020-07-12T09:36:12.978511
42;279;2020-07-12T09:36:59.526794
43;269;2020-07-12T09:37:47.835160
44;273;2020-07-12T09:38:46.693982
45;270;2020-07-12T09:39:45.398775
46;280;2020-07-12T09:40:44.979066
47;281;2020-07-12T09:41:44.776438
48;280;2020-07-12T09:42:44.354094
49;289;2020-07-12T09:43:44.772544
50;384;2020-07-12T09:44:55.637588
51;291;2020-07-12T09:45:57.052610
52;224;2020-07-12T09:46:41.254442
53;406;2020-07-12T09:47:47.054598
54;249;2020-07-12T09:48:42.037334
55;269;2020-07-12T09:49:39.862853
56;259;2020-07-12T09:50:37.006585
57;258;2020-07-12T09:51:34.153359
58;500;2020-07-12T09:52:56.520577
59;484;2020-07-12T09:54:18.504783
60;250;2020-07-12T09:55:05.148304
61;262;2020-07-12T09:55:52.115599
62;259;2020-07-12T09:56:36.642911
63;292;2020-07-12T09:57:24.733964
64;244;2020-07-12T09:58:09.112993
65;303;2020-07-12T09:59:01.379556
66;288;2020-07-12T09:59:53.857131
67;500;2020-07-12T10:01:16.301343
68;294;2020-07-12T10:02:17.252701
69;500;2020-07-12T10:03:39.829071
