Episode;Reward;Time
0;77;2020-07-12T09:09:01.308686
1;118;2020-07-12T09:09:18.115996
2;141;2020-07-12T09:09:37.379898
3;116;2020-07-12T09:09:53.973202
4;104;2020-07-12T09:10:09.344890
5;78;2020-07-12T09:10:22.826804
6;130;2020-07-12T09:11:05.760281
7;110;2020-07-12T09:11:46.452804
8;99;2020-07-12T09:12:25.912011
9;108;2020-07-12T09:13:06.350709
10;107;2020-07-12T09:13:46.688288
11;79;2020-07-12T09:14:16.345438
12;111;2020-07-12T09:14:47.089077
13;163;2020-07-12T09:15:22.605922
14;120;2020-07-12T09:16:04.305464
15;89;2020-07-12T09:16:42.430368
16;103;2020-07-12T09:17:22.289088
17;88;2020-07-12T09:18:00.495698
18;116;2020-07-12T09:18:41.782225
19;84;2020-07-12T09:19:19.552523
20;64;2020-07-12T09:19:55.112014
21;80;2020-07-12T09:20:32.412358
22;216;2020-07-12T09:21:24.390837
23;75;2020-07-12T09:22:01.206707
24;131;2020-07-12T09:22:44.289486
25;107;2020-07-12T09:23:24.431221
26;106;2020-07-12T09:24:04.390089
27;106;2020-07-12T09:24:44.518424
28;199;2020-07-12T09:25:35.530485
29;160;2020-07-12T09:26:21.961338
30;126;2020-07-12T09:27:03.388755
31;92;2020-07-12T09:27:41.972771
32;99;2020-07-12T09:28:21.337968
33;138;2020-07-12T09:29:03.485622
34;147;2020-07-12T09:29:48.206386
35;243;2020-07-12T09:30:43.482521
36;235;2020-07-12T09:31:37.662355
37;240;2020-07-12T09:32:32.398618
38;267;2020-07-12T09:33:30.044713
39;270;2020-07-12T09:34:28.223650
40;264;2020-07-12T09:35:26.457482
41;266;2020-07-12T09:36:24.768799
42;265;2020-07-12T09:37:22.434573
43;282;2020-07-12T09:38:21.966020
44;265;2020-07-12T09:39:19.958227
45;272;2020-07-12T09:40:18.346546
46;275;2020-07-12T09:41:16.958815
47;278;2020-07-12T09:42:16.037878
48;266;2020-07-12T09:43:06.649413
49;271;2020-07-12T09:44:05.081588
50;278;2020-07-12T09:45:03.601507
51;286;2020-07-12T09:45:53.535015
52;264;2020-07-12T09:46:42.186645
53;274;2020-07-12T09:47:33.194820
54;267;2020-07-12T09:48:18.395553
55;284;2020-07-12T09:49:15.865874
56;271;2020-07-12T09:50:14.253422
57;262;2020-07-12T09:51:11.121289
58;269;2020-07-12T09:52:09.194013
59;294;2020-07-12T09:53:09.836249
60;275;2020-07-12T09:54:08.526165
61;282;2020-07-12T09:55:08.142587
62;276;2020-07-12T09:56:07.691183
63;295;2020-07-12T09:57:08.775171
64;279;2020-07-12T09:58:08.305255
65;274;2020-07-12T09:59:07.330500
66;284;2020-07-12T10:00:06.731229
67;277;2020-07-12T10:01:05.612995
68;284;2020-07-12T10:02:05.100477
69;275;2020-07-12T10:03:03.892402
