Episode;Reward;Time
0;174;2020-07-12T10:57:30.906152
1;165;2020-07-12T10:57:53.032255
2;108;2020-07-12T10:58:08.877766
3;160;2020-07-12T10:58:30.323817
4;174;2020-07-12T10:58:53.092506
5;79;2020-07-12T10:59:06.039003
6;88;2020-07-12T10:59:43.364124
7;110;2020-07-12T11:00:21.260768
8;108;2020-07-12T11:01:00.894283
9;185;2020-07-12T11:01:49.710492
10;135;2020-07-12T11:02:33.537487
11;96;2020-07-12T11:03:06.263713
12;144;2020-07-12T11:03:49.512864
13;104;2020-07-12T11:04:29.302288
14;87;2020-07-12T11:05:07.110807
15;108;2020-07-12T11:05:47.356863
16;182;2020-07-12T11:06:35.301782
17;104;2020-07-12T11:07:15.594071
18;114;2020-07-12T11:07:56.790970
19;190;2020-07-12T11:08:45.876926
20;104;2020-07-12T11:09:21.046062
21;233;2020-07-12T11:10:15.367337
22;240;2020-07-12T11:11:10.084971
23;150;2020-07-12T11:11:55.535298
24;80;2020-07-12T11:12:31.084166
25;125;2020-07-12T11:13:13.830693
26;90;2020-07-12T11:13:46.980783
27;76;2020-07-12T11:14:21.430216
28;56;2020-07-12T11:14:55.680157
29;59;2020-07-12T11:15:30.099391
30;66;2020-07-12T11:16:05.572366
31;64;2020-07-12T11:16:41.161512
32;81;2020-07-12T11:17:16.317281
33;82;2020-07-12T11:17:50.891410
34;220;2020-07-12T11:18:42.671829
35;255;2020-07-12T11:19:37.071479
36;243;2020-07-12T11:20:30.002556
37;263;2020-07-12T11:21:27.497927
38;259;2020-07-12T11:22:25.842969
39;262;2020-07-12T11:23:22.638272
40;266;2020-07-12T11:24:18.678650
41;247;2020-07-12T11:25:15.486251
42;252;2020-07-12T11:26:12.576302
43;247;2020-07-12T11:27:07.730775
44;242;2020-07-12T11:28:00.306345
45;236;2020-07-12T11:28:54.666657
46;254;2020-07-12T11:29:47.555670
47;242;2020-07-12T11:30:40.047363
48;246;2020-07-12T11:31:34.658440
49;252;2020-07-12T11:32:28.689973
50;245;2020-07-12T11:33:21.135840
51;238;2020-07-12T11:34:09.061134
52;253;2020-07-12T11:35:03.501168
53;172;2020-07-12T11:35:48.788038
54;174;2020-07-12T11:36:34.134836
55;180;2020-07-12T11:37:22.399932
56;167;2020-07-12T11:38:08.617355
57;259;2020-07-12T11:39:05.771358
58;241;2020-07-12T11:40:00.444865
59;266;2020-07-12T11:40:58.270728
60;258;2020-07-12T11:41:55.431979
61;256;2020-07-12T11:42:48.481909
62;262;2020-07-12T11:43:46.269931
63;255;2020-07-12T11:44:43.471394
64;264;2020-07-12T11:45:41.166511
65;223;2020-07-12T11:46:34.292709
66;251;2020-07-12T11:47:30.011923
67;221;2020-07-12T11:48:22.991014
68;220;2020-07-12T11:49:10.430874
69;222;2020-07-12T11:50:03.683598
