Episode;Reward;Time
0;84;2020-07-12T11:50:39.859461
1;85;2020-07-12T11:50:53.214731
2;81;2020-07-12T11:51:06.112995
3;91;2020-07-12T11:51:20.109133
4;98;2020-07-12T11:51:34.960741
5;176;2020-07-12T11:51:58.658189
6;101;2020-07-12T11:52:37.927344
7;79;2020-07-12T11:53:15.833007
8;115;2020-07-12T11:53:56.309850
9;86;2020-07-12T11:54:33.860360
10;117;2020-07-12T11:55:14.648124
11;124;2020-07-12T11:55:54.553012
12;82;2020-07-12T11:56:31.924164
13;127;2020-07-12T11:57:13.894329
14;124;2020-07-12T11:57:55.673056
15;165;2020-07-12T11:58:43.233524
16;115;2020-07-12T11:59:22.252903
17;84;2020-07-12T12:00:00.036308
18;84;2020-07-12T12:00:37.893982
19;59;2020-07-12T12:01:11.872326
20;103;2020-07-12T12:01:51.864473
21;75;2020-07-12T12:02:28.881178
22;117;2020-07-12T12:03:10.485353
23;104;2020-07-12T12:03:50.603793
24;79;2020-07-12T12:04:25.585543
25;81;2020-07-12T12:04:52.841775
26;92;2020-07-12T12:05:30.449292
27;249;2020-07-12T12:06:26.352460
28;221;2020-07-12T12:07:14.341419
29;258;2020-07-12T12:08:11.713761
30;202;2020-07-12T12:08:56.855062
31;237;2020-07-12T12:09:52.099729
32;232;2020-07-12T12:10:45.368136
33;237;2020-07-12T12:11:39.856497
34;251;2020-07-12T12:12:34.629065
35;237;2020-07-12T12:13:29.538535
36;240;2020-07-12T12:14:24.570848
37;252;2020-07-12T12:15:20.635704
38;235;2020-07-12T12:16:13.113332
39;276;2020-07-12T12:17:11.658978
40;287;2020-07-12T12:18:11.766150
41;272;2020-07-12T12:19:09.203686
42;282;2020-07-12T12:20:09.542443
43;275;2020-07-12T12:21:06.865360
44;295;2020-07-12T12:22:03.725692
45;254;2020-07-12T12:22:59.726072
46;274;2020-07-12T12:23:54.115157
47;263;2020-07-12T12:24:52.097358
48;266;2020-07-12T12:25:49.611667
49;256;2020-07-12T12:26:47.297690
50;260;2020-07-12T12:27:42.978396
51;258;2020-07-12T12:28:40.761184
52;276;2020-07-12T12:29:29.827869
53;256;2020-07-12T12:30:21.247750
54;258;2020-07-12T12:31:18.678383
55;259;2020-07-12T12:32:16.194700
56;270;2020-07-12T12:33:15.018173
57;248;2020-07-12T12:34:07.947187
58;271;2020-07-12T12:35:06.658584
59;289;2020-07-12T12:36:07.198693
60;280;2020-07-12T12:37:03.376693
61;280;2020-07-12T12:38:02.589153
62;272;2020-07-12T12:38:59.654376
63;288;2020-07-12T12:40:00.349049
64;263;2020-07-12T12:40:56.006791
65;500;2020-07-12T12:42:18.984440
66;277;2020-07-12T12:43:13.350621
