Episode;Steps;Reward;Time
0;38;27;2020-07-20T00:39:59.599132
1;66;55;2020-07-20T00:40:13.234584
2;36;25;2020-07-20T00:40:26.548907
3;35;24;2020-07-20T00:40:34.981670
4;32;21;2020-07-20T00:40:43.624489
5;26;15;2020-07-20T00:40:51.743788
6;36;25;2020-07-20T00:41:11.190985
7;34;23;2020-07-20T00:41:30.620567
8;24;13;2020-07-20T00:41:49.100121
9;47;36;2020-07-20T00:42:09.670908
10;32;21;2020-07-20T00:42:25.612751
11;38;27;2020-07-20T00:42:38.846849
12;41;30;2020-07-20T00:42:55.087238
13;39;28;2020-07-20T00:43:08.761853
14;36;25;2020-07-20T00:43:21.816675
15;66;55;2020-07-20T00:43:39.305473
16;52;41;2020-07-20T00:43:54.371069
17;63;52;2020-07-20T00:44:11.065987
18;76;65;2020-07-20T00:44:34.841712
19;68;57;2020-07-20T00:44:57.831655
20;74;63;2020-07-20T00:45:21.397944
21;44;33;2020-07-20T00:45:41.687828
22;38;27;2020-07-20T00:46:01.723436
23;42;31;2020-07-20T00:46:19.984776
24;59;48;2020-07-20T00:46:35.738662
25;37;26;2020-07-20T00:46:49.274297
26;36;25;2020-07-20T00:47:04.943835
27;36;25;2020-07-20T00:47:24.325801
28;61;50;2020-07-20T00:47:46.458657
29;60;49;2020-07-20T00:48:08.579984
30;51;40;2020-07-20T00:48:29.780819
31;71;60;2020-07-20T00:48:52.945148
32;73;62;2020-07-20T00:49:16.638586
33;66;55;2020-07-20T00:49:39.659717
34;73;62;2020-07-20T00:50:02.389450
35;75;64;2020-07-20T00:50:26.221403
36;74;63;2020-07-20T00:50:50.110280
37;80;69;2020-07-20T00:51:14.608864
38;79;68;2020-07-20T00:51:38.902249
39;92;81;2020-07-20T00:52:04.692005
40;80;69;2020-07-20T00:52:29.134788
41;77;66;2020-07-20T00:52:50.800832
42;81;70;2020-07-20T00:53:12.349965
43;92;81;2020-07-20T00:53:38.255756
44;234;223;2020-07-20T00:54:19.737033
45;69;58;2020-07-20T00:54:42.888300
46;349;338;2020-07-20T00:55:37.009736
47;44;33;2020-07-20T00:55:55.799444
48;431;420;2020-07-20T00:56:58.984188
49;197;186;2020-07-20T00:57:36.182047
50;500;500;2020-07-20T00:58:46.971404
51;500;500;2020-07-20T00:59:57.494710
52;500;500;2020-07-20T01:01:08.185332
53;500;500;2020-07-20T01:02:18.839753
54;37;26;2020-07-20T01:02:38.399077
55;500;500;2020-07-20T01:03:47.945783
56;500;500;2020-07-20T01:04:56.527522
57;85;74;2020-07-20T01:05:21.644229
58;500;500;2020-07-20T01:06:32.740730
59;500;500;2020-07-20T01:07:45.321812
60;500;500;2020-07-20T01:08:56.193113
61;129;118;2020-07-20T01:09:26.291942
62;123;112;2020-07-20T01:09:55.542723
63;433;422;2020-07-20T01:10:58.524318
64;382;371;2020-07-20T01:11:58.910670
65;394;383;2020-07-20T01:12:58.040504
66;500;500;2020-07-20T01:14:08.827685
