Episode;Steps;Reward;Time
0;148;137;2020-07-19T00:01:33.220298
1;118;107;2020-07-19T00:01:49.268499
2;136;125;2020-07-19T00:02:07.212234
3;79;68;2020-07-19T00:02:18.882435
4;99;88;2020-07-19T00:02:32.779497
5;133;122;2020-07-19T00:02:50.785216
6;127;116;2020-07-19T00:03:32.385592
7;106;95;2020-07-19T00:04:12.201623
8;95;84;2020-07-19T00:04:50.657895
9;115;104;2020-07-19T00:05:31.063151
10;107;96;2020-07-19T00:06:11.352763
11;116;105;2020-07-19T00:06:51.253343
12;105;94;2020-07-19T00:07:30.666152
13;85;74;2020-07-19T00:08:07.707903
14;70;59;2020-07-19T00:08:43.361208
15;73;62;2020-07-19T00:09:19.605969
16;77;66;2020-07-19T00:09:55.847448
17;101;90;2020-07-19T00:10:34.994667
18;93;82;2020-07-19T00:11:11.692482
19;182;171;2020-07-19T00:11:59.850272
20;251;240;2020-07-19T00:12:55.437350
21;220;209;2020-07-19T00:13:48.211795
22;219;208;2020-07-19T00:14:40.728638
23;209;198;2020-07-19T00:15:30.474028
24;219;208;2020-07-19T00:16:17.979647
25;217;206;2020-07-19T00:17:05.603034
26;220;209;2020-07-19T00:17:55.543413
27;218;207;2020-07-19T00:18:45.274087
28;224;213;2020-07-19T00:19:37.324801
29;271;260;2020-07-19T00:20:34.998054
30;298;287;2020-07-19T00:21:35.861772
31;681;670;2020-07-19T00:23:20.507811
32;1000;1000;2020-07-19T00:25:41.502002
33;1000;1000;2020-07-19T00:28:02.647048
34;217;206;2020-07-19T00:28:52.808666
35;1000;1000;2020-07-19T00:31:12.062559
36;838;827;2020-07-19T00:33:14.194806
37;186;175;2020-07-19T00:34:02.892423
38;899;888;2020-07-19T00:36:11.922859
39;1000;1000;2020-07-19T00:38:28.706560
40;1000;1000;2020-07-19T00:40:48.311490
41;1000;1000;2020-07-19T00:43:08.559991
42;1000;1000;2020-07-19T00:45:26.876506
43;1000;1000;2020-07-19T00:47:45.957536
