Episode;Steps;Reward;Time
0;81;70;2020-07-18T23:15:08.439985
1;135;124;2020-07-18T23:15:26.419826
2;158;147;2020-07-18T23:15:46.762193
3;103;92;2020-07-18T23:16:01.077142
4;99;88;2020-07-18T23:16:14.952398
5;127;116;2020-07-18T23:16:32.367400
6;83;72;2020-07-18T23:17:09.241368
7;85;74;2020-07-18T23:17:43.073267
8;106;95;2020-07-18T23:18:22.195424
9;182;171;2020-07-18T23:19:04.912575
10;100;89;2020-07-18T23:19:43.548925
11;72;61;2020-07-18T23:20:16.920565
12;161;150;2020-07-18T23:21:00.167394
13;162;151;2020-07-18T23:21:45.265200
14;92;81;2020-07-18T23:22:22.908452
15;83;72;2020-07-18T23:22:59.979767
16;94;83;2020-07-18T23:23:38.337992
17;125;114;2020-07-18T23:24:19.994092
18;157;146;2020-07-18T23:25:00.272168
19;189;178;2020-07-18T23:25:48.715751
20;189;178;2020-07-18T23:26:38.340134
21;195;184;2020-07-18T23:27:28.111886
22;243;232;2020-07-18T23:28:23.394064
23;234;223;2020-07-18T23:29:17.748671
24;182;171;2020-07-18T23:30:06.355929
25;305;294;2020-07-18T23:31:05.906447
26;229;218;2020-07-18T23:31:58.977652
27;260;249;2020-07-18T23:32:56.116191
28;541;530;2020-07-18T23:34:24.909126
29;313;302;2020-07-18T23:35:28.022790
30;192;181;2020-07-18T23:36:14.792368
31;192;181;2020-07-18T23:37:03.979432
32;1000;1000;2020-07-18T23:39:24.716011
33;185;174;2020-07-18T23:40:11.817895
34;193;182;2020-07-18T23:41:01.211591
35;191;180;2020-07-18T23:41:48.060304
36;1000;1000;2020-07-18T23:44:05.682525
37;1000;1000;2020-07-18T23:46:25.277744
38;1000;1000;2020-07-18T23:48:45.812903
39;1000;1000;2020-07-18T23:51:06.067626
40;1000;1000;2020-07-18T23:53:26.113440
41;1000;1000;2020-07-18T23:55:42.153344
42;1000;1000;2020-07-18T23:58:02.445020
43;176;165;2020-07-18T23:58:48.212385
44;1000;1000;2020-07-19T00:01:07.367750
