Episode;Steps;Reward;Time
0;98;87;2020-07-19T16:26:14.297745
1;126;115;2020-07-19T16:26:31.116525
2;106;95;2020-07-19T16:26:45.754040
3;95;84;2020-07-19T16:26:59.174346
4;120;109;2020-07-19T16:27:15.329806
5;159;148;2020-07-19T16:27:36.196951
6;96;85;2020-07-19T16:28:14.271807
7;96;85;2020-07-19T16:28:48.210583
8;101;90;2020-07-19T16:29:14.373805
9;109;98;2020-07-19T16:29:53.954005
10;125;114;2020-07-19T16:30:28.829858
11;77;66;2020-07-19T16:30:57.694134
12;116;105;2020-07-19T16:31:30.659145
13;93;82;2020-07-19T16:31:55.800275
14;86;75;2020-07-19T16:32:25.594118
15;329;318;2020-07-19T16:33:29.863389
16;382;371;2020-07-19T16:34:39.776237
17;181;170;2020-07-19T16:35:26.951344
18;146;135;2020-07-19T16:36:10.741930
19;194;183;2020-07-19T16:36:59.851011
20;249;238;2020-07-19T16:37:55.188024
21;1000;1000;2020-07-19T16:40:13.329483
22;225;214;2020-07-19T16:40:59.196437
23;1000;1000;2020-07-19T16:43:18.798023
24;1000;1000;2020-07-19T16:45:38.276511
25;1000;1000;2020-07-19T16:47:57.256505
26;1000;1000;2020-07-19T16:50:15.072571
27;1000;1000;2020-07-19T16:52:34.397540
28;1000;1000;2020-07-19T16:54:53.819024
29;1000;1000;2020-07-19T16:57:12.805821
30;1000;1000;2020-07-19T16:59:32.368716
31;1000;1000;2020-07-19T17:01:51.789853
32;1000;1000;2020-07-19T17:04:11.020449
33;1000;1000;2020-07-19T17:06:17.955237
