Episode;Steps;Reward;Time
0;79;68;2020-07-19T18:29:01.553335
1;85;74;2020-07-19T18:29:13.977984
2;84;73;2020-07-19T18:29:26.289403
3;159;148;2020-07-19T18:29:46.876605
4;164;153;2020-07-19T18:30:07.885070
5;108;97;2020-07-19T18:30:23.209558
6;140;129;2020-07-19T18:31:06.857502
7;156;145;2020-07-19T18:31:52.186661
8;86;75;2020-07-19T18:32:29.626178
9;158;147;2020-07-19T18:33:15.233356
10;168;157;2020-07-19T18:34:01.919217
11;105;94;2020-07-19T18:34:41.432945
12;93;82;2020-07-19T18:35:19.671721
13;79;68;2020-07-19T18:35:55.935305
14;100;89;2020-07-19T18:36:34.891450
15;74;63;2020-07-19T18:37:10.870322
16;74;63;2020-07-19T18:37:46.934625
17;196;185;2020-07-19T18:38:36.644865
18;247;236;2020-07-19T18:39:28.432688
19;258;247;2020-07-19T18:40:22.522321
20;234;223;2020-07-19T18:41:16.665802
21;378;367;2020-07-19T18:42:27.226209
22;258;247;2020-07-19T18:43:23.710820
23;943;932;2020-07-19T18:45:38.491873
24;1000;1000;2020-07-19T18:47:59.890751
25;784;773;2020-07-19T18:49:54.115375
26;1000;1000;2020-07-19T18:52:13.901591
27;1000;1000;2020-07-19T18:54:31.809813
28;1000;1000;2020-07-19T18:56:51.692474
29;1000;1000;2020-07-19T18:59:04.758694
30;383;372;2020-07-19T19:00:05.158344
31;1000;1000;2020-07-19T19:02:25.274962
32;1000;1000;2020-07-19T19:04:37.410162
33;1000;1000;2020-07-19T19:06:54.896499
34;1000;1000;2020-07-19T19:09:05.436641
35;1000;1000;2020-07-19T19:11:18.300356
