Episode;Steps;Reward;Time
0;91;80;2020-07-19T15:45:05.166549
1;135;124;2020-07-19T15:45:22.901796
2;99;88;2020-07-19T15:45:36.718549
3;151;140;2020-07-19T15:45:56.215688
4;125;114;2020-07-19T15:46:12.869914
5;101;90;2020-07-19T15:46:27.196632
6;87;76;2020-07-19T15:47:04.166504
7;79;68;2020-07-19T15:47:27.560320
8;147;136;2020-07-19T15:47:59.179150
9;93;82;2020-07-19T15:48:36.873685
10;122;111;2020-07-19T15:49:17.817879
11;139;128;2020-07-19T15:50:00.525936
12;80;69;2020-07-19T15:50:36.739049
13;94;83;2020-07-19T15:51:14.496167
14;317;306;2020-07-19T15:52:17.252520
15;264;253;2020-07-19T15:53:14.068679
16;122;111;2020-07-19T15:53:55.008289
17;101;90;2020-07-19T15:54:33.573509
18;144;133;2020-07-19T15:55:16.941343
19;214;203;2020-07-19T15:56:08.124443
20;1000;1000;2020-07-19T15:58:26.929985
21;1000;1000;2020-07-19T16:00:45.034182
22;1000;1000;2020-07-19T16:03:03.871355
23;1000;1000;2020-07-19T16:05:23.121049
24;1000;1000;2020-07-19T16:07:42.350158
25;1000;1000;2020-07-19T16:10:01.528493
26;1000;1000;2020-07-19T16:12:17.417703
27;1000;1000;2020-07-19T16:14:30.838524
28;1000;1000;2020-07-19T16:16:37.481842
29;1000;1000;2020-07-19T16:18:56.684307
30;1000;1000;2020-07-19T16:21:15.709285
31;1000;1000;2020-07-19T16:23:34.789170
32;1000;1000;2020-07-19T16:25:53.858567
