Episode;Reward;Time
0;276;2020-07-09T17:35:35.416146
1;384;2020-07-09T17:36:01.025111
2;472;2020-07-09T17:36:31.755422
3;221;2020-07-09T17:36:48.272905
4;309;2020-07-09T17:37:09.632363
5;229;2020-07-09T17:37:27.255938
6;176;2020-07-09T17:38:06.071806
7;191;2020-07-09T17:38:45.797665
8;206;2020-07-09T17:39:26.387702
9;136;2020-07-09T17:40:01.858171
10;224;2020-07-09T17:40:43.511661
11;238;2020-07-09T17:41:25.863510
12;334;2020-07-09T17:42:14.185788
13;151;2020-07-09T17:42:51.882730
14;328;2020-07-09T17:43:39.958568
15;179;2020-07-09T17:44:17.755509
16;169;2020-07-09T17:44:56.128025
17;356;2020-07-09T17:45:45.640018
18;232;2020-07-09T17:46:27.608727
19;145;2020-07-09T17:47:04.423652
20;133;2020-07-09T17:47:40.693710
21;368;2020-07-09T17:48:31.170477
22;155;2020-07-09T17:49:08.796221
23;127;2020-07-09T17:49:44.659889
24;327;2020-07-09T17:50:32.052776
25;157;2020-07-09T17:51:11.158230
26;205;2020-07-09T17:51:53.268677
27;303;2020-07-09T17:52:41.219373
28;249;2020-07-09T17:53:24.435301
29;177;2020-07-09T17:54:02.018664
30;191;2020-07-09T17:54:38.727116
31;152;2020-07-09T17:55:16.154783
32;173;2020-07-09T17:55:54.705590
33;148;2020-07-09T17:56:31.867835
34;171;2020-07-09T17:57:10.363431
35;136;2020-07-09T17:57:46.778480
36;144;2020-07-09T17:58:23.624356
37;122;2020-07-09T17:58:59.503412
38;182;2020-07-09T17:59:38.847615
39;220;2020-07-09T18:00:20.445423
40;200;2020-07-09T18:01:00.727442
41;353;2020-07-09T18:01:50.218097
42;354;2020-07-09T18:02:37.517716
43;488;2020-07-09T18:03:28.696772
44;477;2020-07-09T18:04:27.345294
45;203;2020-07-09T18:05:07.903362
46;265;2020-07-09T18:05:53.676491
47;358;2020-07-09T18:06:42.708173
48;377;2020-07-09T18:07:33.719879
49;463;2020-07-09T18:08:29.743282
50;541;2020-07-09T18:09:28.975601
51;384;2020-07-09T18:10:20.326202
52;527;2020-07-09T18:11:14.263121
53;621;2020-07-09T18:12:19.960110
54;544;2020-07-09T18:13:20.923395
55;593;2020-07-09T18:14:25.222493
56;563;2020-07-09T18:15:29.347936
57;571;2020-07-09T18:16:32.082609
58;930;2020-07-09T18:17:57.964568
59;565;2020-07-09T18:18:53.954360
60;553;2020-07-09T18:19:54.319749
61;580;2020-07-09T18:20:57.609801
62;551;2020-07-09T18:22:00.389895
63;570;2020-07-09T18:23:05.451550
64;972;2020-07-09T18:24:32.303936
65;563;2020-07-09T18:25:34.474370
66;565;2020-07-09T18:26:37.211997
67;573;2020-07-09T18:27:42.271525
68;541;2020-07-09T18:28:44.594264
69;553;2020-07-09T18:29:47.406507
