Episode;Reward;Time
0;84;2020-07-11T19:09:10.987449
1;166;2020-07-11T19:09:33.015114
2;122;2020-07-11T19:09:50.291469
3;106;2020-07-11T19:10:05.853198
4;125;2020-07-11T19:10:23.589907
5;88;2020-07-11T19:10:38.154192
6;153;2020-07-11T19:11:23.009807
7;130;2020-07-11T19:12:05.275270
8;88;2020-07-11T19:12:42.674000
9;231;2020-07-11T19:13:36.373657
10;99;2020-07-11T19:14:14.849178
11;140;2020-07-11T19:14:57.175502
12;60;2020-07-11T19:15:31.570675
13;65;2020-07-11T19:16:05.287234
14;63;2020-07-11T19:16:40.015011
15;71;2020-07-11T19:17:16.055525
16;57;2020-07-11T19:17:49.614636
17;63;2020-07-11T19:18:23.307543
18;80;2020-07-11T19:18:59.073918
19;160;2020-07-11T19:19:41.625243
20;55;2020-07-11T19:20:15.608984
21;36;2020-07-11T19:20:46.990133
22;56;2020-07-11T19:21:19.547739
23;49;2020-07-11T19:21:51.784276
24;64;2020-07-11T19:22:26.147271
25;161;2020-07-11T19:23:10.381490
26;134;2020-07-11T19:23:49.388903
27;168;2020-07-11T19:24:34.859704
28;125;2020-07-11T19:25:09.116951
29;241;2020-07-11T19:26:00.091980
30;231;2020-07-11T19:26:40.789518
31;226;2020-07-11T19:27:33.482634
32;377;2020-07-11T19:28:42.795632
33;578;2020-07-11T19:30:14.404937
34;530;2020-07-11T19:31:40.500495
35;627;2020-07-11T19:33:16.134592
36;1000;2020-07-11T19:35:32.931612
37;531;2020-07-11T19:36:59.541187
38;1000;2020-07-11T19:39:15.906473
39;1000;2020-07-11T19:41:32.023700
40;1000;2020-07-11T19:43:48.070634
41;1000;2020-07-11T19:46:03.417860
42;109;2020-07-11T19:46:43.653426
43;1000;2020-07-11T19:49:00.966221
44;1000;2020-07-11T19:51:17.518978
45;1000;2020-07-11T19:53:33.138501
46;1000;2020-07-11T19:55:48.764030
47;1000;2020-07-11T19:58:05.115358
48;1000;2020-07-11T20:00:21.873538
49;1000;2020-07-11T20:02:38.883023
