Episode;Reward;Time
0;93;2020-07-11T22:53:20.162821
1;62;2020-07-11T22:53:31.209810
2;102;2020-07-11T22:53:46.535834
3;64;2020-07-11T22:53:57.675022
4;74;2020-07-11T22:54:09.947171
5;86;2020-07-11T22:54:23.877509
6;98;2020-07-11T22:55:03.657903
7;112;2020-07-11T22:55:43.283430
8;99;2020-07-11T22:56:24.677112
9;59;2020-07-11T22:57:02.130253
10;138;2020-07-11T22:57:46.722005
11;58;2020-07-11T22:58:24.341567
12;96;2020-07-11T22:59:02.792712
13;55;2020-07-11T22:59:36.331923
14;86;2020-07-11T23:00:13.545852
15;58;2020-07-11T23:00:50.155954
16;50;2020-07-11T23:01:22.908736
17;53;2020-07-11T23:01:59.903247
18;71;2020-07-11T23:02:38.269693
19;107;2020-07-11T23:03:20.213570
20;78;2020-07-11T23:03:56.164244
21;70;2020-07-11T23:04:32.986825
22;53;2020-07-11T23:05:08.526114
23;60;2020-07-11T23:05:43.741484
24;63;2020-07-11T23:06:20.970720
25;47;2020-07-11T23:06:57.935589
26;56;2020-07-11T23:07:39.226785
27;59;2020-07-11T23:08:22.797293
28;59;2020-07-11T23:09:03.324523
29;114;2020-07-11T23:09:49.240872
30;98;2020-07-11T23:10:34.231344
31;72;2020-07-11T23:11:15.854806
32;132;2020-07-11T23:12:01.261976
33;109;2020-07-11T23:12:41.973835
34;147;2020-07-11T23:13:27.064759
35;143;2020-07-11T23:14:11.710428
36;120;2020-07-11T23:14:51.856295
37;293;2020-07-11T23:15:51.833941
38;279;2020-07-11T23:16:53.738183
39;247;2020-07-11T23:17:49.903969
40;237;2020-07-11T23:18:44.242172
41;240;2020-07-11T23:19:38.349396
42;239;2020-07-11T23:20:34.731512
43;195;2020-07-11T23:21:25.999223
44;290;2020-07-11T23:22:25.060106
45;264;2020-07-11T23:23:22.549556
46;260;2020-07-11T23:24:19.846191
47;240;2020-07-11T23:25:16.792743
48;235;2020-07-11T23:26:13.037825
49;254;2020-07-11T23:27:10.604870
