Episode;Reward;Time
0;124;2020-07-12T04:31:10.208777
1;94;2020-07-12T04:31:24.808693
2;69;2020-07-12T04:31:36.658222
3;77;2020-07-12T04:31:49.359253
4;121;2020-07-12T04:32:07.086666
5;220;2020-07-12T04:32:36.187569
6;93;2020-07-12T04:33:19.683143
7;125;2020-07-12T04:34:05.076174
8;76;2020-07-12T04:34:45.968159
9;108;2020-07-12T04:35:28.206590
10;99;2020-07-12T04:36:11.425421
11;221;2020-07-12T04:37:07.810671
12;82;2020-07-12T04:37:48.267296
13;72;2020-07-12T04:38:28.204792
14;103;2020-07-12T04:39:11.856225
15;116;2020-07-12T04:39:54.152028
16;95;2020-07-12T04:40:38.198027
17;65;2020-07-12T04:41:17.127926
18;111;2020-07-12T04:42:02.621208
19;69;2020-07-12T04:42:41.122971
20;88;2020-07-12T04:43:23.981998
21;103;2020-07-12T04:44:03.454376
22;121;2020-07-12T04:44:48.103364
23;123;2020-07-12T04:45:31.819503
24;77;2020-07-12T04:46:11.534719
25;72;2020-07-12T04:46:51.390190
26;106;2020-07-12T04:47:36.147690
27;239;2020-07-12T04:48:36.480869
28;279;2020-07-12T04:49:39.495031
29;599;2020-07-12T04:51:19.807537
30;832;2020-07-12T04:53:25.380263
31;599;2020-07-12T04:55:05.354646
32;493;2020-07-12T04:56:32.950817
33;537;2020-07-12T04:58:04.524958
34;282;2020-07-12T04:59:05.760429
35;1000;2020-07-12T05:01:28.127099
36;542;2020-07-12T05:03:00.759133
37;527;2020-07-12T05:04:31.262735
38;531;2020-07-12T05:05:58.397811
39;524;2020-07-12T05:07:27.453620
40;514;2020-07-12T05:08:56.326199
41;542;2020-07-12T05:10:29.690311
42;1000;2020-07-12T05:12:51.280179
43;1000;2020-07-12T05:15:05.811275
44;544;2020-07-12T05:16:37.269977
45;1000;2020-07-12T05:18:59.800846
46;1000;2020-07-12T05:21:23.166499
47;1000;2020-07-12T05:23:42.080981
48;1000;2020-07-12T05:26:01.188223
49;1000;2020-07-12T05:28:24.379270
