Episode;Reward;Time
0;121;2020-07-12T06:36:32.234552
1;107;2020-07-12T06:36:48.196681
2;157;2020-07-12T06:37:09.519824
3;61;2020-07-12T06:37:20.365614
4;113;2020-07-12T06:37:36.991788
5;185;2020-07-12T06:38:02.039021
6;123;2020-07-12T06:38:46.733054
7;73;2020-07-12T06:39:27.186341
8;88;2020-07-12T06:40:08.503748
9;110;2020-07-12T06:40:53.086439
10;85;2020-07-12T06:41:32.385666
11;117;2020-07-12T06:42:16.579679
12;71;2020-07-12T06:42:55.425942
13;87;2020-07-12T06:43:35.595634
14;65;2020-07-12T06:44:12.726861
15;58;2020-07-12T06:44:49.887643
16;70;2020-07-12T06:45:28.565221
17;57;2020-07-12T06:46:06.070269
18;71;2020-07-12T06:46:45.933296
19;82;2020-07-12T06:47:25.369463
20;52;2020-07-12T06:48:03.197864
21;67;2020-07-12T06:48:41.291907
22;123;2020-07-12T06:49:25.645115
23;180;2020-07-12T06:50:18.634328
24;55;2020-07-12T06:50:56.016474
25;50;2020-07-12T06:51:28.780313
26;44;2020-07-12T06:52:05.662464
27;57;2020-07-12T06:52:44.678123
28;48;2020-07-12T06:53:22.046762
29;59;2020-07-12T06:54:00.356130
30;84;2020-07-12T06:54:40.959863
31;53;2020-07-12T06:55:16.442927
32;86;2020-07-12T06:55:56.529980
33;122;2020-07-12T06:56:42.787131
34;102;2020-07-12T06:57:22.712241
35;123;2020-07-12T06:58:06.970358
36;109;2020-07-12T06:58:51.317292
37;104;2020-07-12T06:59:33.700627
38;92;2020-07-12T07:00:15.224499
39;90;2020-07-12T07:00:56.932047
40;97;2020-07-12T07:01:40.128543
41;86;2020-07-12T07:02:20.975093
42;155;2020-07-12T07:03:08.711200
43;157;2020-07-12T07:03:56.629179
44;126;2020-07-12T07:04:41.932356
45;144;2020-07-12T07:05:30.940630
46;178;2020-07-12T07:06:22.176276
47;183;2020-07-12T07:07:11.803614
48;186;2020-07-12T07:08:03.254185
49;282;2020-07-12T07:09:03.778035
50;199;2020-07-12T07:09:56.942354
51;222;2020-07-12T07:10:52.679282
52;264;2020-07-12T07:11:51.765050
53;215;2020-07-12T07:12:48.036396
54;249;2020-07-12T07:13:48.667103
55;188;2020-07-12T07:14:34.702042
56;220;2020-07-12T07:15:31.074619
57;237;2020-07-12T07:16:27.574366
58;167;2020-07-12T07:17:18.471747
59;249;2020-07-12T07:18:18.024989
60;169;2020-07-12T07:19:04.353099
61;163;2020-07-12T07:19:50.239900
62;211;2020-07-12T07:20:46.148850
63;175;2020-07-12T07:21:36.225200
64;192;2020-07-12T07:22:26.199063
65;183;2020-07-12T07:23:17.743050
66;185;2020-07-12T07:24:11.258643
67;163;2020-07-12T07:24:58.781472
68;215;2020-07-12T07:25:53.589220
69;192;2020-07-12T07:26:46.207562
