Episode;Reward;Time
0;83;2020-07-12T06:38:51.460912
1;96;2020-07-12T06:39:06.282000
2;73;2020-07-12T06:39:18.527302
3;100;2020-07-12T06:39:33.718725
4;133;2020-07-12T06:39:52.712341
5;64;2020-07-12T06:40:04.181260
6;120;2020-07-12T06:40:49.001938
7;92;2020-07-12T06:41:30.966299
8;156;2020-07-12T06:42:21.322048
9;103;2020-07-12T06:43:05.399978
10;99;2020-07-12T06:43:46.921239
11;121;2020-07-12T06:44:31.290052
12;103;2020-07-12T06:45:14.689419
13;141;2020-07-12T06:46:01.154906
14;131;2020-07-12T06:46:47.106798
15;138;2020-07-12T06:47:35.421373
16;58;2020-07-12T06:48:15.321417
17;58;2020-07-12T06:48:53.807667
18;89;2020-07-12T06:49:36.618677
19;72;2020-07-12T06:50:17.662552
20;101;2020-07-12T06:51:02.377489
21;136;2020-07-12T06:51:49.493995
22;64;2020-07-12T06:52:29.467092
23;55;2020-07-12T06:53:04.627792
24;60;2020-07-12T06:53:43.646463
25;61;2020-07-12T06:54:24.498499
26;45;2020-07-12T06:55:03.341903
27;47;2020-07-12T06:55:42.266272
28;58;2020-07-12T06:56:21.409218
29;60;2020-07-12T06:57:00.460721
30;65;2020-07-12T06:57:40.569840
31;79;2020-07-12T06:58:22.085342
32;70;2020-07-12T06:59:03.962088
33;267;2020-07-12T07:00:06.871135
34;271;2020-07-12T07:01:10.941546
35;268;2020-07-12T07:02:14.036934
36;269;2020-07-12T07:03:15.920754
37;428;2020-07-12T07:04:37.199778
38;459;2020-07-12T07:06:01.597283
39;269;2020-07-12T07:07:05.331990
40;1000;2020-07-12T07:09:26.517925
41;300;2020-07-12T07:10:33.469208
42;279;2020-07-12T07:11:37.507119
43;278;2020-07-12T07:12:36.328603
44;268;2020-07-12T07:13:35.590841
45;282;2020-07-12T07:14:39.676268
46;268;2020-07-12T07:15:43.585264
47;129;2020-07-12T07:16:27.668888
48;262;2020-07-12T07:17:28.784379
49;287;2020-07-12T07:18:34.790180
