Episode;Steps;Reward;Time
0;79;68;2020-07-19T23:47:57.810812
1;110;99;2020-07-19T23:48:12.906698
2;79;68;2020-07-19T23:48:24.604606
3;175;164;2020-07-19T23:48:46.862303
4;120;109;2020-07-19T23:49:03.043892
5;92;81;2020-07-19T23:49:16.441757
6;108;97;2020-07-19T23:49:38.906624
7;106;95;2020-07-19T23:50:07.767807
8;114;103;2020-07-19T23:50:37.173976
9;121;110;2020-07-19T23:51:07.329720
10;111;100;2020-07-19T23:51:35.777537
11;168;157;2020-07-19T23:52:10.931437
12;116;105;2020-07-19T23:52:40.345520
13;99;88;2020-07-19T23:53:07.890980
14;78;67;2020-07-19T23:53:32.972778
15;161;150;2020-07-19T23:54:00.416835
16;114;103;2020-07-19T23:54:24.171589
17;221;210;2020-07-19T23:54:58.696908
18;262;251;2020-07-19T23:55:43.538151
19;309;298;2020-07-19T23:56:28.576934
20;158;147;2020-07-19T23:57:03.047485
21;1000;1000;2020-07-19T23:59:12.262226
22;599;588;2020-07-20T00:00:35.268904
23;1000;1000;2020-07-20T00:02:44.857596
24;180;169;2020-07-20T00:03:21.347689
25;1000;1000;2020-07-20T00:05:30.904560
26;1000;1000;2020-07-20T00:07:39.344714
27;1000;1000;2020-07-20T00:09:48.732640
28;1000;1000;2020-07-20T00:11:57.966405
29;894;883;2020-07-20T00:13:55.322577
30;1000;1000;2020-07-20T00:16:04.509409
31;1000;1000;2020-07-20T00:18:13.613549
32;1000;1000;2020-07-20T00:20:22.807117
33;1000;1000;2020-07-20T00:22:32.398680
34;1000;1000;2020-07-20T00:24:41.727189
