Episode;Steps;Reward;Time
0;136;125;2020-07-19T21:57:27.319938
1;155;144;2020-07-19T21:57:47.369443
2;101;90;2020-07-19T21:58:01.580689
3;95;84;2020-07-19T21:58:15.044102
4;104;93;2020-07-19T21:58:29.555196
5;133;122;2020-07-19T21:58:47.725068
6;93;82;2020-07-19T21:59:14.520375
7;110;99;2020-07-19T21:59:43.434803
8;156;145;2020-07-19T22:00:16.796935
9;131;120;2020-07-19T22:00:47.387176
10;111;100;2020-07-19T22:01:15.231457
11;79;68;2020-07-19T22:01:40.434584
12;163;152;2020-07-19T22:02:14.742978
13;190;179;2020-07-19T22:02:52.437230
14;99;88;2020-07-19T22:03:19.373763
15;85;74;2020-07-19T22:03:44.372287
16;169;158;2020-07-19T22:04:18.661319
17;548;537;2020-07-19T22:05:36.577989
18;846;835;2020-07-19T22:07:28.361872
19;621;610;2020-07-19T22:08:54.562001
20;478;467;2020-07-19T22:10:04.862942
21;275;264;2020-07-19T22:10:51.828751
22;139;128;2020-07-19T22:11:21.073178
23;150;139;2020-07-19T22:11:49.247432
24;188;177;2020-07-19T22:12:21.604124
25;180;169;2020-07-19T22:12:58.114169
26;895;884;2020-07-19T22:14:55.618407
27;915;904;2020-07-19T22:16:55.217497
28;933;922;2020-07-19T22:18:55.239983
29;179;168;2020-07-19T22:19:31.539260
30;1000;1000;2020-07-19T22:21:40.685440
31;1000;1000;2020-07-19T22:23:49.285870
32;1000;1000;2020-07-19T22:25:56.112160
33;1000;1000;2020-07-19T22:28:01.168165
34;1000;1000;2020-07-19T22:30:05.010682
35;1000;1000;2020-07-19T22:32:13.472946
36;1000;1000;2020-07-19T22:34:21.880631
