Episode;Steps;Reward;Time
0;83;72;2020-07-19T20:43:18.495628
1;103;92;2020-07-19T20:43:32.750781
2;112;101;2020-07-19T20:43:47.994157
3;91;80;2020-07-19T20:44:00.943348
4;122;111;2020-07-19T20:44:17.280065
5;97;86;2020-07-19T20:44:31.690648
6;107;96;2020-07-19T20:44:59.957889
7;73;62;2020-07-19T20:45:23.878601
8;117;106;2020-07-19T20:45:53.051299
9;95;84;2020-07-19T20:46:19.628427
10;137;126;2020-07-19T20:46:51.149154
11;78;67;2020-07-19T20:47:15.929471
12;72;61;2020-07-19T20:47:40.262688
13;105;94;2020-07-19T20:48:08.335878
14;77;66;2020-07-19T20:48:33.256667
15;207;196;2020-07-19T20:49:12.609411
16;179;168;2020-07-19T20:49:48.791838
17;256;245;2020-07-19T20:50:33.237418
18;276;265;2020-07-19T20:51:20.445489
19;774;763;2020-07-19T20:53:02.923291
20;331;320;2020-07-19T20:53:55.510019
21;1000;1000;2020-07-19T20:56:03.784820
22;1000;1000;2020-07-19T20:58:11.042333
23;1000;1000;2020-07-19T21:00:19.777798
24;1000;1000;2020-07-19T21:02:28.579520
25;219;208;2020-07-19T21:03:09.374628
26;724;713;2020-07-19T21:04:46.780781
27;219;208;2020-07-19T21:05:27.306534
28;1000;1000;2020-07-19T21:07:36.114265
29;1000;1000;2020-07-19T21:09:45.302041
30;1000;1000;2020-07-19T21:11:53.771929
31;1000;1000;2020-07-19T21:14:02.338644
32;1000;1000;2020-07-19T21:16:11.032592
33;1000;1000;2020-07-19T21:18:19.600009
34;1000;1000;2020-07-19T21:20:28.008472
