Episode;Steps;Reward;Time
0;132;121;2020-07-18T16:12:06.938788
1;103;92;2020-07-18T16:12:22.293999
2;85;74;2020-07-18T16:12:35.669606
3;127;116;2020-07-18T16:12:53.670022
4;89;78;2020-07-18T16:13:07.480454
5;113;102;2020-07-18T16:13:24.271530
6;128;117;2020-07-18T16:14:08.351708
7;110;99;2020-07-18T16:14:48.957299
8;92;81;2020-07-18T16:15:28.658904
9;122;111;2020-07-18T16:16:12.352016
10;178;167;2020-07-18T16:17:02.490170
11;73;62;2020-07-18T16:17:39.390980
12;164;153;2020-07-18T16:18:14.603402
13;80;69;2020-07-18T16:18:52.722172
14;121;110;2020-07-18T16:19:25.090036
15;94;83;2020-07-18T16:20:05.383248
16;164;153;2020-07-18T16:20:53.691170
17;184;173;2020-07-18T16:21:44.416488
18;301;290;2020-07-18T16:22:48.251893
19;152;141;2020-07-18T16:23:35.038717
20;202;191;2020-07-18T16:24:27.466096
21;182;171;2020-07-18T16:25:12.596274
22;202;191;2020-07-18T16:26:04.433075
23;918;907;2020-07-18T16:28:18.132506
24;185;174;2020-07-18T16:29:08.681996
25;1000;1000;2020-07-18T16:31:31.510193
26;1000;1000;2020-07-18T16:33:53.930376
27;197;186;2020-07-18T16:34:45.961003
28;1000;1000;2020-07-18T16:37:10.383505
29;1000;1000;2020-07-18T16:39:33.993348
30;1000;1000;2020-07-18T16:41:54.747722
31;1000;1000;2020-07-18T16:44:18.244315
32;1000;1000;2020-07-18T16:46:37.902715
33;1000;1000;2020-07-18T16:49:01.927708
34;1000;1000;2020-07-18T16:51:25.113200
35;1000;1000;2020-07-18T16:53:49.085540
36;1000;1000;2020-07-18T16:56:10.161737
