Episode;Steps;Reward;Time
0;118;107;2020-07-18T13:57:55.871634
1;152;141;2020-07-18T13:58:16.581909
2;82;71;2020-07-18T13:58:29.609164
3;149;138;2020-07-18T13:58:49.981004
4;129;118;2020-07-18T13:59:08.182550
5;68;57;2020-07-18T13:59:19.873314
6;57;46;2020-07-18T13:59:44.378719
7;102;91;2020-07-18T14:00:18.212591
8;90;79;2020-07-18T14:00:57.337515
9;77;66;2020-07-18T14:01:34.717405
10;113;102;2020-07-18T14:02:16.434694
11;79;68;2020-07-18T14:02:49.580561
12;74;63;2020-07-18T14:03:24.255985
13;76;65;2020-07-18T14:04:00.028100
14;66;55;2020-07-18T14:04:31.271888
15;83;72;2020-07-18T14:05:09.443525
16;90;79;2020-07-18T14:05:40.648758
17;114;103;2020-07-18T14:06:22.304884
18;206;195;2020-07-18T14:07:14.276283
19;155;144;2020-07-18T14:08:00.604788
20;169;158;2020-07-18T14:08:48.385277
21;163;152;2020-07-18T14:09:33.585811
22;517;506;2020-07-18T14:10:59.417201
23;197;186;2020-07-18T14:11:50.707079
24;179;168;2020-07-18T14:12:39.723572
25;193;182;2020-07-18T14:13:28.812743
26;231;220;2020-07-18T14:14:23.692669
27;1000;1000;2020-07-18T14:16:45.027602
28;1000;1000;2020-07-18T14:19:06.226713
29;1000;1000;2020-07-18T14:21:18.991908
30;1000;1000;2020-07-18T14:23:36.864187
31;1000;1000;2020-07-18T14:25:55.498614
32;1000;1000;2020-07-18T14:28:13.279484
33;483;472;2020-07-18T14:29:34.013924
34;1000;1000;2020-07-18T14:31:54.837091
35;1000;1000;2020-07-18T14:34:15.171940
36;1000;1000;2020-07-18T14:36:36.901164
37;1000;1000;2020-07-18T14:38:58.531948
38;1000;1000;2020-07-18T14:41:19.703022
