Episode;Steps;Reward;Time
0;131;120;2020-07-18T13:15:12.623751
1;149;138;2020-07-18T13:15:33.089494
2;72;61;2020-07-18T13:15:45.017019
3;73;62;2020-07-18T13:15:57.052903
4;126;115;2020-07-18T13:16:14.899592
5;78;67;2020-07-18T13:16:27.706911
6;157;146;2020-07-18T13:17:12.223448
7;105;94;2020-07-18T13:17:40.251820
8;134;123;2020-07-18T13:18:11.533154
9;159;148;2020-07-18T13:18:58.036046
10;77;66;2020-07-18T13:19:28.965539
11;72;61;2020-07-18T13:19:57.071114
12;75;64;2020-07-18T13:20:21.690006
13;69;58;2020-07-18T13:20:45.642498
14;86;75;2020-07-18T13:21:14.081449
15;72;61;2020-07-18T13:21:45.976640
16;64;53;2020-07-18T13:22:13.845198
17;98;87;2020-07-18T13:22:46.237635
18;227;216;2020-07-18T13:23:35.651080
19;256;245;2020-07-18T13:24:25.270830
20;227;216;2020-07-18T13:25:19.534158
21;310;299;2020-07-18T13:26:17.742000
22;265;254;2020-07-18T13:27:10.427643
23;258;247;2020-07-18T13:28:02.121189
24;235;224;2020-07-18T13:28:57.274360
25;252;241;2020-07-18T13:29:54.390697
26;335;324;2020-07-18T13:31:00.762920
27;285;274;2020-07-18T13:32:01.432642
28;1000;1000;2020-07-18T13:34:22.533438
29;1000;1000;2020-07-18T13:36:43.788100
30;1000;1000;2020-07-18T13:38:58.482488
31;1000;1000;2020-07-18T13:41:16.424158
32;1000;1000;2020-07-18T13:43:35.483046
33;192;181;2020-07-18T13:44:25.750515
34;1000;1000;2020-07-18T13:46:46.424635
35;207;196;2020-07-18T13:47:35.003412
36;210;199;2020-07-18T13:48:23.291857
37;1000;1000;2020-07-18T13:50:39.423187
38;1000;1000;2020-07-18T13:52:49.833103
39;1000;1000;2020-07-18T13:55:10.840214
40;1000;1000;2020-07-18T13:57:32.253591
