Episode;Steps;Reward;Time
0;153;142;2020-07-18T15:25:30.597958
1;121;110;2020-07-18T15:25:47.921790
2;124;113;2020-07-18T15:26:05.589732
3;135;124;2020-07-18T15:26:24.473554
4;164;153;2020-07-18T15:26:46.549362
5;78;67;2020-07-18T15:26:59.397940
6;72;61;2020-07-18T15:27:34.723225
7;149;138;2020-07-18T15:28:18.538277
8;108;97;2020-07-18T15:28:59.762191
9;168;157;2020-07-18T15:29:41.118531
10;125;114;2020-07-18T15:30:23.208476
11;83;72;2020-07-18T15:30:58.884798
12;94;83;2020-07-18T15:31:38.734382
13;101;90;2020-07-18T15:32:19.511540
14;110;99;2020-07-18T15:32:55.901018
15;83;72;2020-07-18T15:33:31.814054
16;129;118;2020-07-18T15:34:15.581868
17;164;153;2020-07-18T15:35:03.706735
18;230;219;2020-07-18T15:35:58.823757
19;339;328;2020-07-18T15:37:04.336935
20;209;198;2020-07-18T15:37:57.378011
21;370;359;2020-07-18T15:39:08.222556
22;373;362;2020-07-18T15:40:19.660125
23;648;637;2020-07-18T15:42:01.709164
24;350;339;2020-07-18T15:43:09.607951
25;1000;1000;2020-07-18T15:45:31.601769
26;348;337;2020-07-18T15:46:37.996247
27;329;318;2020-07-18T15:47:42.496866
28;184;173;2020-07-18T15:48:32.044196
29;336;325;2020-07-18T15:49:36.844629
30;199;188;2020-07-18T15:50:25.075092
31;203;192;2020-07-18T15:51:17.368530
32;183;172;2020-07-18T15:52:07.666600
33;1000;1000;2020-07-18T15:54:26.259640
34;1000;1000;2020-07-18T15:56:47.564277
35;1000;1000;2020-07-18T15:59:02.400680
36;196;185;2020-07-18T15:59:53.891105
37;1000;1000;2020-07-18T16:02:15.275268
38;1000;1000;2020-07-18T16:04:35.092050
39;1000;1000;2020-07-18T16:06:57.352640
40;1000;1000;2020-07-18T16:09:19.788277
41;1000;1000;2020-07-18T16:11:41.717115
